doi,CR_status_code,full_text_SC,error,doi_suffix,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
10.1139/h2012-011,200,403.0,,h2012-011,https://doi.org/10.1139/h2012-011,Cardiovascular drift and cerebral and muscle tissue oxygenation during prolonged cycling at different pedalling cadences,journal-article,False,6/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T13:12:14.266110,2,"[{'given': 'Stylianos N.', 'family': 'Kounalakis', 'sequence': 'first', 'affiliation': [{'name': 'Human Performance–Rehabilitation Laboratory, Faculty of Physical and Cultural Education, Evelpidon Hellenic Military University, Vari 16672, Greece.'}]}, {'given': 'Nickos D.', 'family': 'Geladas', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sports Medicine and Biology of Exercise, Faculty of Physical Education, and Sport Science, University of Athens, 17237 Dafne, Greece.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h2012-001,200,403.0,,h2012-001,https://doi.org/10.1139/h2012-001,Effect of training load on simulated team sport match performance,journal-article,False,4/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-19T11:11:02.460399,2,"[{'given': 'Katie May', 'family': 'Slattery', 'sequence': 'first', 'affiliation': [{'name': 'Human Performance Laboratory, University of Technology Sydney, Lindfield, NSW 2070, Australia.'}, {'name': 'Sports Knowledge Australia, Sydney Olympic Park, NSW, Australia.'}]}, {'given': 'Lee Kenneth', 'family': 'Wallace', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, University of Technology Sydney, Lindfield, NSW 2070, Australia.'}]}, {'given': 'David John', 'family': 'Bentley', 'sequence': 'additional', 'affiliation': [{'name': 'School of Medical Science, University of Adelaide, Adelaide, South Australia, Australia.'}]}, {'given': 'Aaron James', 'family': 'Coutts', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, University of Technology Sydney, Lindfield, NSW 2070, Australia.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h2012-003,200,403.0,,h2012-003,https://doi.org/10.1139/h2012-003,The HALO submaximal treadmill protocol to measure cardiorespiratory fitness in obese children and youth: a proof of principle study,journal-article,False,4/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-14T13:37:33.117471,2,"[{'given': 'Peter', 'family': 'Breithaupt', 'sequence': 'first', 'affiliation': [{'name': 'Healthy Active Living and Obesity Research Group, Children’s Hospital of Eastern Ontario Research Institute, 401\xa0Smyth Road, Ottawa, ON K1H\xa08L1, Canada.'}, {'name': 'School of Human Kinetics, Faculty of Health Sciences, University of Ottawa, 125\xa0University Private, Ottawa, ON\xa0K1N\xa01A2, Canada.'}]}, {'given': 'Kristi B.', 'family': 'Adamo', 'sequence': 'additional', 'affiliation': [{'name': 'Healthy Active Living and Obesity Research Group, Children’s Hospital of Eastern Ontario Research Institute, 401\xa0Smyth Road, Ottawa, ON K1H\xa08L1, Canada.'}, {'name': 'School of Human Kinetics, Faculty of Health Sciences, University of Ottawa, 125\xa0University Private, Ottawa, ON\xa0K1N\xa01A2, Canada.'}, {'name': 'Faculty of Medicine, Pediatrics, University of Ottawa, 451\xa0Smyth Road, Ottawa, ON\xa0K1H\xa08M5, Canada.'}]}, {'given': 'Rachel C.', 'family': 'Colley', 'sequence': 'additional', 'affiliation': [{'name': 'Healthy Active Living and Obesity Research Group, Children’s Hospital of Eastern Ontario Research Institute, 401\xa0Smyth Road, Ottawa, ON K1H\xa08L1, Canada.'}, {'name': 'School of Human Kinetics, Faculty of Health Sciences, University of Ottawa, 125\xa0University Private, Ottawa, ON\xa0K1N\xa01A2, Canada.'}, {'name': 'Faculty of Medicine, Pediatrics, University of Ottawa, 451\xa0Smyth Road, Ottawa, ON\xa0K1H\xa08M5, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-160,200,403.0,,h11-160,https://doi.org/10.1139/h11-160,Independent and combined effects of carbohydrate and caffeine ingestion on aerobic cycling performance in the fed state,journal-article,False,4/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T10:53:59.828302,2,"[{'given': 'Tiffany L.', 'family': 'Acker-Hewitt', 'sequence': 'first', 'affiliation': [{'name': 'Department of Kinesiology, James Madison University, Harrisonburg, VA 22807, USA.'}]}, {'given': 'Brooke M.', 'family': 'Shafer', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, James Madison University, Harrisonburg, VA 22807, USA.'}]}, {'given': 'Michael J.', 'family': 'Saunders', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, James Madison University, Harrisonburg, VA 22807, USA.'}]}, {'given': 'Qingnian', 'family': 'Goh', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, James Madison University, Harrisonburg, VA 22807, USA.'}]}, {'given': 'Nicholas D.', 'family': 'Luden', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, James Madison University, Harrisonburg, VA 22807, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-156,200,403.0,,h11-156,https://doi.org/10.1139/h11-156,Repeated high-intensity Wingate cycle bouts influence markers of lymphocyte migration but not apoptosis,journal-article,False,4/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-19T06:10:19.117238,2,"[{'given': 'Rachel A.', 'family': 'Friedman', 'sequence': 'first', 'affiliation': [{'name': 'Department of Kinesiology, Recreation, and Sport, Western Kentucky University, 1906 College Heights Boulevard, Bowling Green, KY 42101-1089, USA.'}]}, {'given': 'James W.', 'family': 'Navalta', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, Recreation, and Sport, Western Kentucky University, 1906 College Heights Boulevard, Bowling Green, KY 42101-1089, USA.'}]}, {'given': 'Elizabeth A.', 'family': 'Fedor', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, Recreation, and Sport, Western Kentucky University, 1906 College Heights Boulevard, Bowling Green, KY 42101-1089, USA.'}]}, {'given': 'Holly B.', 'family': 'Kell', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, Recreation, and Sport, Western Kentucky University, 1906 College Heights Boulevard, Bowling Green, KY 42101-1089, USA.'}]}, {'given': 'T. Scott', 'family': 'Lyons', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, Recreation, and Sport, Western Kentucky University, 1906 College Heights Boulevard, Bowling Green, KY 42101-1089, USA.'}]}, {'given': 'Scott W.', 'family': 'Arnett', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, Recreation, and Sport, Western Kentucky University, 1906 College Heights Boulevard, Bowling Green, KY 42101-1089, USA.'}]}, {'given': 'Mark A.', 'family': 'Schafer', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology, Recreation, and Sport, Western Kentucky University, 1906 College Heights Boulevard, Bowling Green, KY 42101-1089, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-149,200,403.0,,h11-149,https://doi.org/10.1139/h11-149,Combined effects of aerobic exercise and high-carbohydrate meal on plasma acylated ghrelin and levels of hunger,journal-article,False,2/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T01:46:26.103175,2,"[{'given': 'Geórgia Franco', 'family': 'Becker', 'sequence': 'first', 'affiliation': [{'name': 'Exercise Research Laboratory, School of Physical Education, Federal University of the State of Rio Grande do Sul, Porto Alegre, RS, Brazil.'}]}, {'given': 'Rodrigo Cauduro Oliveira', 'family': 'Macedo', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Research Laboratory, School of Physical Education, Federal University of the State of Rio Grande do Sul, Porto Alegre, RS, Brazil.'}]}, {'given': 'Giovani dos Santos', 'family': 'Cunha', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Research Laboratory, School of Physical Education, Federal University of the State of Rio Grande do Sul, Porto Alegre, RS, Brazil.'}]}, {'given': 'Jocelito Bijoldo', 'family': 'Martins', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Research Laboratory, School of Physical Education, Federal University of the State of Rio Grande do Sul, Porto Alegre, RS, Brazil.'}]}, {'given': 'Orlando', 'family': 'Laitano', 'sequence': 'additional', 'affiliation': [{'name': 'School of Physical Education, Federal University of Vale do São Francisco, Petrolina, PE, Brazil.'}]}, {'given': 'Alvaro', 'family': 'Reischak-Oliveira', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Research Laboratory, School of Physical Education, Federal University of the State of Rio Grande do Sul, Porto Alegre, RS, Brazil.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-147,200,403.0,,h11-147,https://doi.org/10.1139/h11-147,Validation of a new mixing chamber system for breath-by-breath indirect calorimetry,journal-article,False,2/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T13:23:57.934300,2,"[{'given': 'Do-yeon', 'family': 'Kim', 'sequence': 'first', 'affiliation': [{'name': 'Exercise Science Program, Department of Health, Exercise, and Sports Sciences, University of New Mexico, Albuquerque, NM\xa087131, USA.'}, {'name': 'School of Sports and Health, Kyungsung University, Busan, South Korea.'}]}, {'given': 'Robert Andrew', 'family': 'Robergs', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Science Program, Department of Health, Exercise, and Sports Sciences, University of New Mexico, Albuquerque, NM\xa087131, USA.'}, {'name': 'Exercise Science Program, School of Human Movement Studies, Charles Sturt University, Bathurst, NSW 2795, Australia.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-143,200,403.0,,h11-143,https://doi.org/10.1139/h11-143,Effects of prior heavy-intensity exercise on oxygen uptake and muscle deoxygenation kinetics of a subsequent heavy-intensity cycling and knee-extension exercise,journal-article,False,2/1/12,2012.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T12:26:07.419077,2,"[{'given': 'Sarah Margaret', 'family': 'Cleland', 'sequence': 'first', 'affiliation': [{'name': 'Canadian Centre for Activity and Aging, University of Western Ontario, London, ON\xa0N6A\xa05B9, Canada.'}, {'name': 'School of Kinesiology, University of Western Ontario, London, ON N6A\xa03K7, Canada.'}]}, {'given': 'Juan Manuel', 'family': 'Murias', 'sequence': 'additional', 'affiliation': [{'name': 'Canadian Centre for Activity and Aging, University of Western Ontario, London, ON\xa0N6A\xa05B9, Canada.'}, {'name': 'School of Kinesiology, University of Western Ontario, London, ON N6A\xa03K7, Canada.'}]}, {'given': 'John Michael', 'family': 'Kowalchuk', 'sequence': 'additional', 'affiliation': [{'name': 'Canadian Centre for Activity and Aging, University of Western Ontario, London, ON\xa0N6A\xa05B9, Canada.'}, {'name': 'School of Kinesiology, University of Western Ontario, London, ON N6A\xa03K7, Canada.'}, {'name': 'Department of Physiology and Pharmacology, The University of Western Ontario, London, ON\xa0N6A\xa05C1, Canada'}]}, {'given': 'Donald Hugh', 'family': 'Paterson', 'sequence': 'additional', 'affiliation': [{'name': 'Canadian Centre for Activity and Aging, University of Western Ontario, London, ON\xa0N6A\xa05B9, Canada.'}, {'name': 'School of Kinesiology, University of Western Ontario, London, ON N6A\xa03K7, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-120,200,403.0,,h11-120,https://doi.org/10.1139/h11-120,"Effect of blueberry ingestion on natural killer cell counts, oxidative stress, and inflammation prior to and after 2.5 h of running",journal-article,False,12/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-05-24T14:58:47.681941,2,"[{'given': 'Lisa S.', 'family': 'McAnulty', 'sequence': 'first', 'affiliation': [{'name': 'Department of Nutrition and Health Care Management, Appalachian State University, Boone, NC\xa028608, USA.'}]}, {'given': 'David C.', 'family': 'Nieman', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Leisure, and Exercise Science, Appalachian State University, Boone, NC 28608, USA.'}]}, {'given': 'Charles L.', 'family': 'Dumke', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health and Human Performance, University of Montana, Missoula, MT\xa059812, USA.'}]}, {'given': 'Lesli A.', 'family': 'Shooter', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Leisure, and Exercise Science, Appalachian State University, Boone, NC 28608, USA.'}]}, {'given': 'Dru A.', 'family': 'Henson', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biology, Appalachian State University, Boone, NC\xa028608, USA.'}]}, {'given': 'Alan C.', 'family': 'Utter', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Leisure, and Exercise Science, Appalachian State University, Boone, NC 28608, USA.'}]}, {'given': 'Ginger', 'family': 'Milne', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Biomedical Research Education and Training, Vanderbilt University, Nashville, TN\xa037240, USA.'}]}, {'given': 'Steven R.', 'family': 'McAnulty', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Health, Leisure, and Exercise Science, Appalachian State University, Boone, NC 28608, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-114,200,403.0,,h11-114,https://doi.org/10.1139/h11-114,Malleability of human skeletal muscle sarcoplasmic reticulum to short-term training,journal-article,False,12/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T20:58:57.376542,2,"[{'given': 'Howard J.', 'family': 'Green', 'sequence': 'first', 'affiliation': [{'name': 'Department of Kinesiology University of Waterloo, Waterloo, ON N2L3G1 Canada.'}]}, {'given': 'Margaret', 'family': 'Burnett', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology University of Waterloo, Waterloo, ON N2L3G1 Canada.'}]}, {'given': 'Helen', 'family': 'Kollias', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology University of Waterloo, Waterloo, ON N2L3G1 Canada.'}]}, {'given': 'Jing', 'family': 'Ouyang', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology University of Waterloo, Waterloo, ON N2L3G1 Canada.'}]}, {'given': 'Ian', 'family': 'Smith', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology University of Waterloo, Waterloo, ON N2L3G1 Canada.'}]}, {'given': 'Susan', 'family': 'Tupling', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Kinesiology University of Waterloo, Waterloo, ON N2L3G1 Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-109,200,403.0,,h11-109,https://doi.org/10.1139/h11-109,Muscle damage slows oxygen uptake kinetics during moderate-intensity exercise performed at high pedal rate,journal-article,False,12/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-14T02:48:32.583285,2,"[{'given': 'Renato', 'family': 'Molina', 'sequence': 'first', 'affiliation': [{'name': 'Human Performance Laboratory, São Paulo State University, Rio Claro-São Paulo, Brazil.'}, {'name': 'Physical Education Department, Air Force Academy, Pirassununga-São Paulo, Brazil.'}]}, {'given': 'Benedito Sérgio', 'family': 'Denadai', 'sequence': 'additional', 'affiliation': [{'name': 'Human Performance Laboratory, São Paulo State University, Rio Claro-São Paulo, Brazil.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-108,200,403.0,,h11-108,https://doi.org/10.1139/h11-108,Maximal accumulated oxygen deficit in running and cycling,journal-article,False,12/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T19:57:54.417222,2,"[{'given': 'David W.', 'family': 'Hill', 'sequence': 'first', 'affiliation': [{'name': 'Applied Physiology Laboratories, Department of Kinesiology, Health Promotion, and Recreation, University of North Texas, 1155 Union Circle #310769, Denton, TX 76203-5107, USA.'}]}, {'given': 'Jakob L.', 'family': 'Vingren', 'sequence': 'additional', 'affiliation': [{'name': 'Applied Physiology Laboratories, Department of Kinesiology, Health Promotion, and Recreation, University of North Texas, 1155 Union Circle #310769, Denton, TX 76203-5107, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-100,200,403.0,,h11-100,https://doi.org/10.1139/h11-100,The relationship between oxygen uptake reserve and heart rate reserve is affected by intensity and duration during aerobic exercise at constant work rate,journal-article,False,12/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T05:11:28.726721,2,"[{'given': 'Felipe A.', 'family': 'Cunha', 'sequence': 'first', 'affiliation': [{'name': 'Physical Activity Sciences Graduate Program, Exercise Physiology Laboratory, Salgado de Oliveira University, Rio de Janeiro, Brazil.'}, {'name': 'Laboratory of Physical Activity and Health Promotion, State University of Rio de Janeiro, Rio de Janeiro, Brazil.'}]}, {'given': 'Adrian W.', 'family': 'Midgley', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Sport, Health, and Exercise Science, University of Hull, Hull, England.'}]}, {'given': 'Walace D.', 'family': 'Monteiro', 'sequence': 'additional', 'affiliation': [{'name': 'Physical Activity Sciences Graduate Program, Exercise Physiology Laboratory, Salgado de Oliveira University, Rio de Janeiro, Brazil.'}, {'name': 'Laboratory of Physical Activity and Health Promotion, State University of Rio de Janeiro, Rio de Janeiro, Brazil.'}]}, {'given': 'Felipe K.', 'family': 'Campos', 'sequence': 'additional', 'affiliation': [{'name': 'Physical Activity Sciences Graduate Program, Exercise Physiology Laboratory, Salgado de Oliveira University, Rio de Janeiro, Brazil.'}]}, {'given': 'Paulo T.V.', 'family': 'Farinatti', 'sequence': 'additional', 'affiliation': [{'name': 'Physical Activity Sciences Graduate Program, Exercise Physiology Laboratory, Salgado de Oliveira University, Rio de Janeiro, Brazil.'}, {'name': 'Laboratory of Physical Activity and Health Promotion, State University of Rio de Janeiro, Rio de Janeiro, Brazil.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h11-090,200,403.0,,h11-090,https://doi.org/10.1139/h11-090,A single 1-h session of moderate-intensity aerobic exercise does not modify lipids and lipoproteins in normolipidemic obese women,journal-article,False,10/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-19T09:41:54.344573,2,"[{'given': 'Joshua S.', 'family': 'Wooten', 'sequence': 'first', 'affiliation': [{'name': 'Exercise Physiology Laboratory, Department of Kinesiology, Texas Woman’s University, Denton, TX 76204, USA.'}, {'name': 'Institute for Women’s Health, Texas Woman’s University, Denton, TX 76204, USA.'}]}, {'given': 'Kyle D.', 'family': 'Biggerstaff', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Physiology Laboratory, Department of Kinesiology, Texas Woman’s University, Denton, TX 76204, USA.'}]}, {'given': 'Vic', 'family': 'Ben-Ezra', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Physiology Laboratory, Department of Kinesiology, Texas Woman’s University, Denton, TX 76204, USA.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h10-107,200,403.0,,h10-107,https://doi.org/10.1139/h10-107,"Dynamique des réponses aérobies lors d’un 100 m nage libre, réalisé dans des conditions de compétition",journal-article,False,4/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-15T02:50:21.216599,2,"[{'given': 'Chadi', 'family': 'Jalab', 'sequence': 'first', 'affiliation': [{'name': 'Université de Poitiers, Laboratoire des adaptations physiologiques aux activités physiques (LAPHAP, EA 3813), F-86000 Poitiers, France.'}]}, {'given': 'Carina', 'family': 'Enea', 'sequence': 'additional', 'affiliation': [{'name': 'Université de Poitiers, Laboratoire des adaptations physiologiques aux activités physiques (LAPHAP, EA 3813), F-86000 Poitiers, France.'}]}, {'given': 'Nathalie', 'family': 'Delpech', 'sequence': 'additional', 'affiliation': [{'name': 'Université de Poitiers, Laboratoire des adaptations physiologiques aux activités physiques (LAPHAP, EA 3813), F-86000 Poitiers, France.'}]}, {'given': 'Olivier', 'family': 'Bernard', 'sequence': 'additional', 'affiliation': [{'name': 'Université de Poitiers, Laboratoire des adaptations physiologiques aux activités physiques (LAPHAP, EA 3813), F-86000 Poitiers, France.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h10-099,200,403.0,,h10-099,https://doi.org/10.1139/h10-099,How to test maximal oxygen uptake: a study on timing and testing procedure of a supramaximal verification test,journal-article,False,1/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-14T03:58:57.504210,2,"[{'given': 'Friederike', 'family': 'Scharhag-Rosenberger', 'sequence': 'first', 'affiliation': [{'name': 'University Outpatient Clinic, Sports Medicine and Sports Orthopaedics, Universtiy of Potsdam, Am Neuen Palais 10, 14469 Potsdam, Germany.'}]}, {'given': 'Anja', 'family': 'Carlsohn', 'sequence': 'additional', 'affiliation': [{'name': 'University Outpatient Clinic, Sports Medicine and Sports Orthopaedics, Universtiy of Potsdam, Am Neuen Palais 10, 14469 Potsdam, Germany.'}]}, {'given': 'Michael', 'family': 'Cassel', 'sequence': 'additional', 'affiliation': [{'name': 'University Outpatient Clinic, Sports Medicine and Sports Orthopaedics, Universtiy of Potsdam, Am Neuen Palais 10, 14469 Potsdam, Germany.'}]}, {'given': 'Frank', 'family': 'Mayer', 'sequence': 'additional', 'affiliation': [{'name': 'University Outpatient Clinic, Sports Medicine and Sports Orthopaedics, Universtiy of Potsdam, Am Neuen Palais 10, 14469 Potsdam, Germany.'}]}, {'given': 'Jürgen', 'family': 'Scharhag', 'sequence': 'additional', 'affiliation': [{'name': 'University Outpatient Clinic, Sports Medicine and Sports Orthopaedics, Universtiy of Potsdam, Am Neuen Palais 10, 14469 Potsdam, Germany.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h10-096,200,403.0,,h10-096,https://doi.org/10.1139/h10-096,The extent of aerobic system activation during continuous and interval exercise protocols in young adolescents and men,journal-article,False,1/1/11,2011.0,"Applied Physiology, Nutrition, and Metabolism","1715-5312,1715-5320",1715-5312,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-13T03:48:07.604868,2,"[{'given': 'Andreas', 'family': 'Zafeiridis', 'sequence': 'first', 'affiliation': [{'name': 'Exercise Physiology and Biochemistry Laboratory, Department of Physical Education & Sport Sciences at Serres, Aristotle University of Thessaloniki, Serres, Greece.'}]}, {'given': 'Stylianos', 'family': 'Rizos', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Physiology and Biochemistry Laboratory, Department of Physical Education & Sport Sciences at Serres, Aristotle University of Thessaloniki, Serres, Greece.'}]}, {'given': 'Haralampos', 'family': 'Sarivasiliou', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Physiology and Biochemistry Laboratory, Department of Physical Education & Sport Sciences at Serres, Aristotle University of Thessaloniki, Serres, Greece.'}]}, {'given': 'Anastassios', 'family': 'Kazias', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Physiology and Biochemistry Laboratory, Department of Physical Education & Sport Sciences at Serres, Aristotle University of Thessaloniki, Serres, Greece.'}]}, {'given': 'Konstantina', 'family': 'Dipla', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Physiology and Biochemistry Laboratory, Department of Physical Education & Sport Sciences at Serres, Aristotle University of Thessaloniki, Serres, Greece.'}]}, {'given': 'Ioannis S.', 'family': 'Vrabas', 'sequence': 'additional', 'affiliation': [{'name': 'Exercise Physiology and Biochemistry Laboratory, Department of Physical Education & Sport Sciences at Serres, Aristotle University of Thessaloniki, Serres, Greece.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
