txt_file,o2_uptake,vo2_units,gas_collection_methods,estimated_vo2,gas_data
0024-3205(86)90166-9,True,False,False,False,m
chest.10-2415,True,True,False,False,m
0167-5273(91)90067-y,True,False,False,False,m
j.ijcard.2013.11.077,True,True,True,False,y
j.aquaculture.2009.01.039,True,False,False,True,m
chest.121.3.697,True,False,False,False,m
j.apmr.2003.11.023,True,True,False,False,m
0034-5288(93)90050-p,True,False,False,False,m
j.pbb.2014.03.027,True,True,False,False,m
s0031-9422(98)00540-8,True,False,False,False,m
s0168-8227(02)00014-1,True,False,False,False,m
j.healun.2007.02.007,True,True,True,False,y
0026-0495(91)90089-f,True,True,False,False,m
jpsu.2003.50083,True,True,True,False,y
0002-9149(90)90576-m,True,True,False,True,m
j.ctim.2011.08.004,True,True,False,True,m
chest.123.5.1408,True,False,False,False,m
s1569-9048(03)00198-8,True,True,False,False,m
j.ijcard.2015.02.018,True,True,True,True,y
s0011-393x(96)80013-0,True,True,True,False,y
j.ergon.2004.08.008,True,True,True,True,y
j.cardfail.2019.08.013,True,True,True,True,y
s0003-9993(03)00275-2,True,True,False,False,m
0002-8703(88)90887-3,True,False,True,False,y
s0167-5273(96)02822-7,True,True,False,False,m
s0003-9993(03)00150-3,True,True,False,False,m
j.jns.2004.06.009,True,True,False,False,m
s0167-9457(02)00166-5,True,False,False,False,m
j.thromres.2020.01.013,True,True,True,False,y
j.amjcard.2008.07.020,True,False,False,True,m
j.ijcard.2016.07.190,True,True,True,True,y
j.jsams.2014.08.005,True,False,False,False,m
s0002-9149(02)03103-x,True,True,False,True,m
j.ridd.2010.07.008,True,False,False,True,m
s0306-4565(98)00041-2,True,False,False,False,m
0034-5687(80)90127-9,True,False,False,False,m
chest.121.4.1085,True,False,False,False,m
j.jtherbio.2020.102717,True,True,False,False,m
j.mayocp.2019.06.013,True,False,False,True,m
j.clinbiomech.2019.04.025,True,True,False,True,m
j.jtherbio.2020.102703,True,True,False,False,m
j.physbeh.2021.113505,True,False,False,False,m
chest.113.6.1560,True,False,True,False,y
s1440-2440(04)80039-2,True,False,True,False,y
0002-9149(89)90874-6,True,False,False,True,m
s1095-6433(97)00405-4,True,False,False,True,m
j.jsams.2007.03.003,True,False,True,False,y
s0167-5273(02)00014-1,True,False,True,False,y
j.healun.2006.04.006,True,True,True,True,y
s0891-5849(99)00043-x,True,False,False,False,m
j.apmr.2003.09.035,True,True,False,False,m
s0966-6362(00)00104-1,True,True,True,False,y
chest.102.6.1774,True,True,False,True,m
meta.2001.21035,True,False,False,False,m
s0278-5919(05)70112-5,True,False,False,False,m
0197-0070(91)90037-m,True,True,True,False,y
j.gaitpost.2010.12.001,True,True,False,True,m
j.jstrokecerebrovasdis.2020.105477,True,True,True,True,y
s0034-5687(99)00061-4,True,True,False,True,m
j.cardfail.2008.10.002,True,True,True,False,y
0002-8703(85)90247-9,True,True,False,False,m
j.jsams.2010.07.003,True,True,False,True,m
j.chemosphere.2015.12.120,True,False,False,False,m
j.jsams.2007.02.007,True,True,False,False,m
j.biocel.2012.09.024,True,True,False,True,m
j.metabol.2014.10.022,True,True,False,False,m
j.apmr.2017.10.024,True,True,True,False,y
s0002-9149(97)00352-4,True,True,False,False,m
j.jsams.2007.02.013,True,True,True,True,y
0140-6736(92)92893-k,True,False,False,False,m
s1440-2440(09)60005-0,True,True,False,True,m
j.jsams.2017.01.237,True,False,True,False,y
j.ecolmodel.2008.08.013,True,False,False,False,m
s0021-9150(99)00352-4,False,False,False,False,n
chest.126.4.1154,True,True,False,False,m
mpd.2001.115968,True,True,True,False,y
j.apmr.2007.02.013,True,True,True,True,y
s0002-9149(83)80128-3,True,True,False,True,m
s1440-2440(04)80026-4,True,False,True,False,y
s0002-9149(97)89210-7,True,False,False,False,m
j.physbeh.2016.12.031,True,False,False,True,m
s0022-3476(05)81644-0,True,True,True,False,y
j.jtherbio.2019.102451,True,True,False,False,m
j.jsams.2019.08.013,True,True,False,False,m
s0003-9993(03)00047-9,True,False,False,True,m
s0967-0637(02)00023-7,True,False,False,False,m
j.ijcard.2017.06.107,True,True,True,False,y
j.clnu.2007.09.007,True,False,False,False,m
s0002-9149(97)00857-6,True,True,True,False,y
j.maturitas.2011.05.003,True,True,False,True,m
j.appet.2004.02.008,True,False,False,False,m
s0002-9343(89)80818-6,True,False,False,False,m
s0026-0495(99)90071-9,True,False,True,True,y
0167-5273(95)02551-0,True,False,True,False,y
j.amjcard.2014.04.054,True,True,True,False,y
0002-9149(92)91297-h,True,True,True,False,y
s0003-9993(96)90189-6,True,False,False,False,m
0002-9343(88)90256-2,True,True,True,False,y
chest.101.5_supplement.199s,True,False,True,False,y
j.rmed.2021.106434,True,True,True,False,y
s0268-0033(02)00005-0,True,False,False,True,m
0002-8703(71)90099-8,True,False,False,False,m
chest.116.3.808,True,True,False,False,m
j.ijcard.2015.05.071,True,True,True,False,y
j.ghir.2005.08.003,True,True,False,False,m
j.ijcard.2008.04.031,True,False,True,True,y
j.chemosphere.2008.04.054,True,False,False,False,m
s1569-9048(02)00184-2,True,True,True,False,y
s0002-9149(97)00283-x,True,True,True,False,y
0300-9629(92)90543-y,True,False,False,False,m
chest.64.2.163,True,False,False,True,m
0002-8703(90)90208-f,True,True,False,False,m
0167-8760(95)00007-f,True,True,False,False,m
chest.119.1.93,True,False,True,True,y
s1440-2440(00)80080-8,True,False,True,True,y
j.jsams.2008.11.006,True,True,True,False,y
s0742-8413(99)00058-4,True,False,False,False,m
0002-8703(86)90522-3,True,True,False,False,m
j.pediatrneurol.2007.10.005,True,True,False,False,m
j.chest.2019.11.022,True,False,False,False,m
s1440-2440(03)80253-0,True,True,False,False,m
0306-4603(89)90066-x,True,True,False,False,m
j.gaitpost.2006.10.002,True,False,True,True,y
chest.123.5.1386,True,True,True,False,y
s0002-9149(00)01496-x,True,True,True,False,y
apmr.2000.6283,True,True,True,True,y
s0271-5317(05)80307-0,True,True,False,False,m
chest.102.1.112,True,False,True,False,y
chest.126.3.838,True,False,True,False,y
s0003-9993(98)90205-2,True,False,False,False,m
s0026-0495(98)90111-1,True,False,False,False,m
0031-9384(91)90344-n,True,True,False,False,m
j.ijcard.2005.11.015,True,True,True,True,y
j.metabol.2015.06.009,True,True,True,True,y
j.arthro.2012.02.014,True,False,True,False,y
j.cardfail.2009.06.001,True,True,True,True,y
s0006-8993(98)00064-x,True,False,False,True,m
s0003-9993(95)80515-x,True,True,False,False,m
j.aquatox.2011.11.002,True,False,False,False,m
0002-9149(84)90256-x,True,True,False,False,m
0034-5687(95)00022-6,True,True,False,True,m
j.jsams.2017.04.006,True,True,False,True,m
0300-9629(91)90294-m,True,True,False,False,m
j.physbeh.2012.01.012,True,True,True,False,y
j.apmr.2015.07.010,True,True,True,False,y
j.bbi.2009.02.011,True,True,True,True,y
j.appet.2014.05.030,True,False,False,True,m
s0002-9149(99)80233-1,True,True,True,False,y
0026-0495(83)90106-3,True,True,False,False,m
0002-9149(89)90052-0,True,False,False,True,m
chest.100.1.227,True,False,False,True,m
0891-5849(93)90087-b,True,False,False,False,m
j.jep.2016.11.028,True,True,True,False,y
s0380-1330(04)70381-0,True,False,False,False,m
j.metabol.2009.06.008,True,True,True,True,y
j.exger.2019.110720,True,False,False,True,m
s1095-6433(01)00283-5,True,False,True,False,y
j.amjmed.2016.06.023,True,True,False,False,m
j.apmr.2006.08.340,True,True,True,False,y
0034-5687(94)90069-8,True,True,False,False,m
j.amjcard.2005.11.059,True,True,False,False,m
0031-9384(96)00012-1,True,False,False,False,m
j.metabol.2005.01.027,True,True,False,False,m
j.exger.2020.111023,True,True,True,False,y
mhj.2001.117508,True,True,True,True,y
j.amjcard.2005.09.117,True,True,False,True,m
chest.96.6.1312,True,True,False,True,m
j.rmed.2020.106102,True,True,False,False,m
j.jsams.2012.05.012,True,True,True,True,y
s1440-2440(01)80041-4,True,False,True,True,y
s0955-2863(99)00073-x,True,True,False,False,m
0002-9149(85)91069-0,True,False,False,False,m
j.psychres.2018.01.029,True,True,False,True,m
chest.93.1.20,True,True,False,False,m
j.jnutbio.2009.08.004,True,False,False,True,m
j.ijcard.2013.04.069,True,True,False,True,m
0002-9149(87)91190-8,True,False,True,False,y
s0002-8703(98)70351-5,True,True,True,False,y
chest.107.4.925,True,True,False,False,m
j.jsams.2007.02.005,True,True,False,False,m
s0022-3476(86)80115-9,True,False,False,False,m
0002-9149(87)90906-4,True,False,True,False,y
meta.2001.24199,True,False,False,False,m
j.neuroscience.2011.11.054,True,False,False,False,m
0002-9149(90)91169-7,True,False,True,False,y
j.jsams.2012.04.002,True,True,False,False,m
0031-9384(85)90140-4,True,False,True,False,y
s0966-6362(96)01108-3,True,True,False,False,m
0002-8703(86)90693-9,True,True,False,True,m
j.amjcard.2018.01.021,True,False,False,False,m
j.apmr.2006.10.025,False,True,False,False,n
s0140-6736(99)07273-6,True,True,False,True,m
0304-3940(87)90686-0,True,True,False,False,m
j.metabol.2004.12.002,True,False,True,False,y
chest.106.4.1002,True,True,True,True,y
s0040-4039(01)00199-x,True,False,False,False,m
j.bbapap.2008.04.007,True,True,False,False,m
j.cardfail.2006.04.004,True,True,True,True,y
j.psychres.2015.09.039,True,True,True,False,y
j.ghir.2016.12.003,True,False,False,False,m
0002-9343(88)90308-7,True,False,True,False,y
j.jsams.2012.05.013,True,True,False,False,m
mhj.2001.117509,True,True,False,False,m
0026-0495(93)90218-d,True,True,False,False,m
s0167-5273(03)00022-6,True,False,False,False,m
0002-9149(85)90295-4,True,True,True,False,y
j.biopsycho.2007.03.002,True,True,False,False,m
chest.120.3.816,True,True,True,False,y
0300-9629(95)00103-4,True,True,False,False,m
s0026-0495(99)90125-7,True,False,False,False,m
0304-5102(93)e0225-6,True,False,False,False,m
j.gaitpost.2008.08.008,True,True,True,False,y
0002-9343(86)90261-5,True,False,False,True,m
j.freeradbiomed.2018.05.090,True,False,True,False,y
j.jns.2014.04.028,True,True,False,True,m
s0140-6736(05)79128-5,True,False,False,False,m
j.jsams.2019.10.002,True,True,True,True,y
s1095-6433(97)00473-x,True,False,False,False,m
s0304-4165(99)00040-9,True,False,False,False,m
0002-9149(87)90288-8,True,False,False,False,m
s0003-9993(03)00031-5,True,True,True,False,y
j.ijcard.2004.08.053,True,True,False,False,m
s0271-5317(05)80483-x,True,True,False,True,m
j.psychsport.2006.03.006,True,True,False,False,m
j.cardfail.2007.03.014,True,False,False,False,m
s0271-5317(05)80627-x,True,True,False,False,m
j.jsams.2019.11.007,True,True,False,False,m
0034-5687(74)90093-0,True,False,False,True,m
0378-5122(91)90147-i,True,True,False,False,m
s0002-9149(99)00495-6,True,True,True,False,y
j.jsams.2006.05.014,True,True,False,False,m
j.gaitpost.2006.10.003,True,True,True,False,y
j.amjcard.2012.06.039,True,True,True,False,y
s0966-6362(00)00063-1,True,True,False,False,m
chest.104.6.1755,True,True,True,True,y
0005-2728(90)90164-y,True,False,False,False,m
chest.118.1.53,True,True,True,False,y
0034-5687(95)00065-8,True,False,False,True,m
j.apmr.2008.01.020,True,False,True,False,y
j.apmr.2005.09.025,True,True,False,False,m
0026-0495(85)90208-2,True,False,False,False,m
j.nutres.2020.08.001,True,True,False,True,m
0034-5687(87)90091-0,True,True,False,False,m
s0002-9149(99)80527-x,True,True,False,False,m
s0167-5273(99)00223-5,True,True,False,False,m
j.cardfail.2017.01.006,True,True,True,False,y
j.ijcard.2004.02.015,True,False,True,False,y
s0015-0282(97)80078-7,True,False,False,False,m
s0002-9343(96)00041-1,True,True,False,False,m
s0006-2952(97)00303-1,True,False,False,False,m
j.apmr.2011.10.021,True,True,True,False,y
s0002-9149(97)00048-9,True,True,False,False,m
s0003-9993(03)00342-3,True,True,True,False,y
chest.07-0435,True,True,False,False,m
j.apmr.2011.10.009,True,True,True,True,y
s1071-9164(97)90014-2,True,True,True,False,y
j.psychsport.2010.05.003,True,False,True,False,y
j.apmr.2005.05.003,True,False,False,False,m
0022-3999(82)90090-3,False,False,False,False,n
s0002-8703(00)90058-9,True,False,True,False,y
j.ijcard.2007.04.089,True,True,False,False,m
j.jsams.2020.09.015,True,True,True,False,y
s0022-3476(05)81192-8,True,False,True,False,y
s0967-0637(02)00036-5,True,False,False,False,m
0006-2952(95)02168-x,True,False,False,False,m
s0002-9149(99)80352-x,True,True,False,False,m
0002-9149(92)90680-w,True,True,False,False,m
j.apmr.2005.07.310,True,True,True,True,y
s0300-483x(97)00088-7,True,False,False,False,m
chest.112.4.1008,True,False,True,False,y
0002-9149(91)90281-o,True,True,True,False,y
0002-9149(88)90211-1,True,True,True,False,y
s0167-9457(02)00180-x,True,False,False,False,m
j.ijcard.2017.06.121,True,True,True,False,y
s0020-1693(00)00379-0,True,False,False,False,m
j.jsams.2013.07.003,True,False,True,False,y
0300-9629(92)90214-b,True,True,False,False,m
j.ahj.2013.04.013,True,True,False,False,m
j.schres.2013.06.040,True,True,False,True,m
jmcc.1996.0217,True,False,False,False,m
j.physbeh.2019.112675,True,True,False,False,m
j.apmr.2011.09.022,True,True,True,True,y
j.fishres.2021.106084,True,False,False,False,m
j.jtherbio.2016.02.006,True,True,False,False,m
chest.103.5.1397,True,False,True,False,y
j.athoracsur.2013.03.034,True,True,False,True,m
meta.2003.50086,True,False,False,False,m
j.jsams.2020.10.002,True,False,False,False,m
j.jsams.2020.10.016,True,True,False,False,m
j.ijcard.2005.05.005,True,True,True,False,y
j.ijcard.2016.06.011,True,True,False,False,m
s0950-3501(05)80138-2,True,False,False,False,m
j.jsams.2007.12.009,True,True,True,False,y
0026-0495(93)90209-7,True,False,False,False,m
0002-9149(89)90056-8,True,False,False,False,m
j.ridd.2014.08.028,True,True,True,True,y
0034-5288(94)90063-9,True,True,False,False,m
s1095-6433(03)00116-8,True,False,False,False,m
0002-9149(87)90943-x,True,True,True,False,y
0002-8703(95)90317-8,True,True,True,False,y
s0002-9149(97)00672-3,True,False,True,False,y
j.cardfail.2012.10.007,True,True,True,True,y
chest.113.1.60,True,True,False,True,m
j.clinbiomech.2020.01.003,True,True,True,False,y
0026-0495(87)90243-5,True,True,False,False,m
j.diabres.2006.07.011,True,True,False,False,m
s0034-5687(02)00014-2,True,True,True,False,y
j.cardfail.2009.12.010,True,True,True,False,y
j.archger.2022.104717,True,False,False,False,m
j.clnu.2021.05.004,True,True,True,True,y
0002-9149(93)90907-t,True,True,True,False,y
j.jpsychires.2009.02.004,True,True,False,False,m
0002-9149(78)90169-8,True,False,False,False,m
s1440-2440(01)80004-9,True,True,True,False,y
j.appet.2014.10.030,True,False,True,True,y
j.jtherbio.2014.11.011,True,True,False,True,m
s0304-4165(02)00218-0,True,False,False,True,m
j.ijcard.2019.07.048,True,True,True,True,y
j.jtherbio.2004.08.054,True,True,False,False,m
0013-4694(89)90194-6,True,False,False,False,m
s1095-6433(01)00290-2,True,False,False,False,m
0034-5687(81)90008-6,True,False,True,False,y
j.ergon.2008.06.002,True,False,True,False,y
0002-9149(68)90126-4,True,False,False,False,m
j.ahj.2006.02.014,True,False,True,False,y
j.gaitpost.2004.07.005,True,True,False,False,m
chest.13-2060,True,True,True,True,y
0007-0971(77)90122-x,True,False,False,True,m
j.jsams.2015.02.004,True,True,True,False,y
s0002-8223(97)00272-1,True,False,False,True,m
chest.93.2.419,True,True,False,True,m
s0271-5317(97)00005-5,True,False,False,True,m
0034-5687(91)90108-u,True,False,True,False,y
s0966-6362(03)00097-3,True,False,True,True,y
0167-5273(89)90162-9,True,True,False,False,m
j.metabol.2005.08.015,True,False,False,True,m
0034-5687(74)90101-7,True,True,True,False,y
0002-9149(72)90151-8,True,True,False,False,m
j.jsams.2021.07.013,True,True,True,False,y
j.ergon.2015.08.010,True,True,True,True,y
s0026-0495(96)90291-7,True,True,False,False,m
j.amjcard.2006.01.106,True,False,False,False,m
j.amjcard.2009.12.073,True,True,False,False,m
s0034-5687(00)00118-3,True,True,False,True,m
chest.113.4.900,True,False,False,False,m
j.jsams.2017.08.005,True,True,True,False,y
0002-9149(86)90772-1,True,True,False,True,m
chest.104.6.1759,True,True,False,False,m
s0026-0495(03)00312-3,True,False,False,False,m
j.ijcard.2014.10.009,True,False,False,False,m
s0002-9149(02)02302-0,True,True,False,True,m
j.jsams.2013.03.008,True,True,False,False,m
0002-9149(74)90218-5,True,False,False,False,m
j.physbeh.2015.07.003,True,True,False,False,m
chest.125.6.2021,True,True,True,False,y
j.physbeh.2018.02.031,True,True,False,True,m
j.jpsychores.2014.03.008,True,False,False,True,m
s0002-9149(97)89318-6,True,True,True,True,y
j.jsams.2021.07.005,True,True,False,True,m
s0002-9149(00)00732-3,True,True,True,True,y
0021-9290(93)90069-q,True,False,False,False,m
s0304-3940(00)00874-0,True,False,False,False,m
0002-8703(91)90583-4,True,False,False,False,m
j.gaitpost.2010.07.014,True,True,True,True,y
apmr.2001.9626,True,True,False,False,m
j.gaitpost.2019.04.022,True,True,True,False,y
0002-8703(78)90403-9,True,False,False,False,m
j.apmr.2018.07.430,True,True,True,False,y
0007-0971(86)90006-9,True,True,False,False,m
s0166-445x(99)00004-1,True,False,False,True,m
j.exger.2011.11.013,True,True,True,True,y
s0966-6362(01)00160-6,True,True,False,False,m
s0002-9149(98)00609-2,True,True,False,False,m
j.healun.2003.08.029,True,True,True,False,y
chest.111.2.327,True,True,True,True,y
j.ctim.2016.03.009,True,False,False,False,m
0002-8703(92)90752-h,True,True,True,False,y
0002-9343(93)90311-c,True,False,True,True,y
0002-9149(92)90928-r,False,False,False,False,n
j.metabol.2003.11.023,True,True,False,False,m
mhj.2001.118740,True,True,False,True,m
j.ijcard.2007.04.075,True,True,False,True,m
apmr.2001.19019,True,True,False,False,m
0026-0495(81)90113-x,True,False,False,True,m
0002-9149(93)90792-b,True,True,False,False,m
0002-9149(86)90283-3,True,True,False,False,m
chest.120.4.1218,True,True,True,False,y
j.nutres.2004.02.001,True,True,False,True,m
s1532-0456(01)00268-x,True,False,False,False,m
s0141-3910(98)00184-0,True,False,False,True,m
0922-4106(91)90074-r,True,False,False,True,m
0002-9149(89)91047-3,True,True,False,False,m
0168-8278(90)90046-t,True,False,False,False,m
j.ctim.2006.09.004,True,False,False,False,m
0168-1656(92)90132-s,True,False,False,False,m
j.ijcard.2014.12.050,True,True,False,False,m
j.apmr.2005.11.034,True,True,True,False,y
s0271-5317(00)00139-1,True,False,False,True,m
chest.103.3.735,True,True,True,False,y
chest.95.2.352,True,False,False,True,m
0002-8703(81)90603-7,True,False,False,True,m
s1440-2440(98)80018-2,True,False,True,False,y
s0954-6111(08)80091-1,True,False,False,True,m
j.ijcard.2009.12.001,True,True,False,False,m
s0003-9993(98)90236-2,True,True,True,False,y
chest.99.4.798,True,False,True,False,y
chest.129.2.325,True,True,False,False,m
j.jpsychires.2018.03.001,True,True,False,False,m
s0002-9149(97)00285-3,True,True,True,True,y
meta.2001.24197,True,True,False,False,m
j.apmr.2011.08.019,True,True,True,False,y
s0002-8703(97)70204-7,True,False,False,False,m
j.healun.2017.05.024,True,False,True,False,y
j.arbres.2019.05.018,True,True,True,True,y
s0167-5273(99)00090-x,True,True,False,False,m
j.clinbiomech.2020.105243,True,True,False,True,m
0002-9149(83)90350-8,True,True,True,True,y
j.jstrokecerebrovasdis.2020.104758,True,True,False,True,m
j.apmr.2011.08.025,True,True,False,False,m
j.lfs.2018.08.015,True,False,False,True,m
s0002-8703(00)90022-x,True,True,True,False,y
0002-9149(88)90228-7,True,True,False,False,m
j.metabol.2004.02.019,True,False,False,False,m
j.aquaculture.2021.736610,True,False,False,True,m
0378-7753(91)80116-f,True,False,False,False,m
chest.115.3.788,True,True,False,False,m
j.ygyno.2011.11.013,True,True,False,False,m
j.apmr.2003.09.010,True,True,False,False,m
j.jsams.2011.05.012,True,True,True,False,y
j.hrtlng.2020.06.013,True,True,True,False,y
j.amjcard.2019.03.027,True,True,True,False,y
chest.122.4.1333,True,True,True,False,y
j.metabol.2003.09.018,True,True,True,False,y
s0002-9149(99)80518-9,True,True,False,False,m
j.ghir.2013.07.004,True,True,False,False,m
0002-8703(94)90277-1,True,True,False,False,m
chest.114.1.12,True,False,True,False,y
j.jsams.2012.08.003,True,False,False,False,m
s0002-8703(98)70353-9,True,True,True,False,y
s0003-9993(95)80612-1,True,False,True,False,y
j.amjcard.2006.10.060,True,False,False,False,m
j.semarthrit.2016.07.002,True,True,True,False,y
j.ahj.2017.02.029,True,True,True,False,y
j.jsams.2011.04.003,True,True,True,False,y
s0167-5273(00)00211-4,True,False,True,False,y
s0140-6736(05)67853-1,True,False,False,False,m
s0026-0495(97)90233-x,True,False,False,False,m
s0003-9993(00)90229-6,True,False,False,False,m
j.apmr.2013.02.018,True,False,True,False,y
s0034-5687(98)00023-1,True,False,True,False,y
j.metabol.2019.154030,True,False,False,False,m
j.ahj.2016.05.011,True,True,False,False,m
j.gaitpost.2014.10.014,True,True,True,False,y
0002-9149(92)90673-m,True,True,False,True,m
0031-9384(93)90366-n,True,False,False,False,m
j.ridd.2010.07.005,True,True,False,True,m
j.jsams.2020.04.020,True,True,False,False,m
0034-5687(96)00044-8,True,True,True,True,y
j.crvi.2005.10.010,True,False,False,False,m
s0144-8609(98)00012-0,True,False,False,True,m
j.jpeds.2012.10.047,True,True,True,False,y
s0026-0495(97)90200-6,True,False,False,True,m
j.jtherbio.2006.05.002,True,False,False,False,m
0006-291x(92)92355-2,True,False,False,False,m
0300-9629(95)02058-6,True,True,False,True,m
s0002-9149(99)80287-2,True,False,False,False,m
s0001-4079(19)33711-2,True,False,False,False,m
0026-0495(75)90126-2,True,False,False,True,m
s0003-9993(96)90305-6,True,True,True,False,y
j.jsams.2010.02.002,True,True,False,False,m
chest.115.2.410,True,True,False,False,m
s1146-609x(99)00143-5,True,False,False,True,m
j.healun.2012.09.013,True,False,False,False,m
0002-9149(85)90742-8,True,True,False,True,m
0002-9149(86)90343-7,True,False,False,False,m
0002-9149(83)90405-8,True,True,False,False,m
meta.2000.7706,True,False,False,False,m
0024-3205(88)90179-8,True,True,True,False,y
j.apmr.2008.01.022,True,True,True,False,y
j.physbeh.2021.113642,True,True,False,True,m
0031-9384(92)90107-d,True,False,False,False,m
j.jsams.2006.08.004,True,True,True,False,y
0002-9149(92)90937-t,True,True,False,False,m
j.diabres.2010.08.025,True,True,True,False,y
0026-0495(85)90005-8,True,True,False,False,m
mge.2002.119732,True,False,False,False,m
j.ijcard.2005.10.032,True,True,True,True,y
j.exger.2017.02.069,True,True,False,False,m
chest.92.5.777,True,True,False,False,m
s0024-3205(98)00024-1,True,True,False,False,m
s0899-9007(01)00522-6,True,True,False,False,m
j.jsams.2006.05.023,True,True,False,False,m
chest.113.4.913,True,False,True,False,y
s0883-5403(97)90052-8,True,False,True,True,y
s0002-8703(99)70381-9,True,True,True,False,y
chest.108.5.1206,True,False,True,False,y
chest.105.5.1365,True,True,False,False,m
j.mayocp.2013.10.013,True,False,False,False,m
j.archoralbio.2003.08.001,True,True,True,True,y
chest.105.1.183,True,False,False,False,m
j.ijcard.2009.07.035,True,False,True,False,y
s0306-4565(99)00095-9,True,True,False,False,m
0300-9629(95)02061-6,True,False,False,True,m
j.healun.2011.08.020,True,True,True,True,y
j.neuroimage.2015.10.011,True,True,False,False,m
j.ergon.2009.10.004,True,True,True,False,y
j.ijcard.2008.11.140,True,False,True,False,y
j.jpag.2008.12.010,True,True,False,False,m
0966-6362(95)01038-6,True,True,False,False,m
s1095-6433(00)00286-5,True,False,False,False,m
j.jtherbio.2006.05.006,True,True,False,False,m
s0899-9007(03)00065-0,True,False,False,False,m
j.nucmedbio.2004.06.003,True,False,False,False,m
chest.125.2.368,True,True,True,False,y
s0733-8651(18)30172-3,True,True,True,True,y
0002-9149(81)90215-0,True,False,False,False,m
0304-4165(94)00221-i,True,False,False,True,m
s0031-9384(00)00311-5,True,False,False,True,m
j.jsams.2021.06.005,True,True,False,False,m
j.cjca.2015.07.011,True,False,False,False,m
s0002-9149(99)80228-8,True,True,True,False,y
s0140-6736(80)92101-7,True,False,False,False,m
s0002-9149(97)89181-3,True,True,False,False,m
j.bone.2008.09.008,True,True,False,False,m
j.jmpt.2012.04.001,True,True,True,False,y
j.jpeds.2018.07.067,True,True,False,True,m
mhl.2003.20,True,True,False,False,m
j.atherosclerosis.2014.12.038,True,True,False,True,m
s1350-4533(03)00102-4,True,False,False,True,m
0091-3057(87)90453-9,True,False,True,False,y
0031-9384(94)90273-9,True,True,False,True,m
j.amjcard.2004.07.126,True,True,True,False,y
j.jpeds.2012.09.040,True,True,True,False,y
chest.112.1.98,True,True,True,False,y
0034-5687(89)90066-2,True,False,False,False,m
s0002-9149(98)00511-6,True,True,False,True,m
j.jneumeth.2009.01.029,False,False,False,False,n
0021-9290(91)90178-p,True,False,True,True,y
s0034-5687(99)00037-7,True,False,False,False,m
j.scitotenv.2020.143011,True,False,True,False,y
j.clinph.2006.09.029,True,True,False,False,m
j.psychres.2016.08.011,True,True,False,True,m
chest.86.4.564,True,False,False,False,m
j.ijcard.2015.07.020,True,False,True,True,y
0002-9149(92)91273-7,True,True,False,False,m
s0002-9149(96)90588-3,True,True,False,False,m
s0306-4565(02)00006-2,True,False,False,False,m
j.ijcard.2012.03.113,True,True,False,False,m
j.apmr.2007.09.040,False,False,False,False,n
j.metabol.2010.06.007,True,True,False,False,m
j.ijcard.2012.06.057,True,True,False,False,m
j.ijcard.2017.09.028,True,True,True,False,y
s0032-9592(01)00135-2,True,False,False,False,m
j.physbeh.2018.11.041,True,False,False,False,m
j.cyto.2021.155648,True,True,False,False,m
s0002-9149(00)01413-2,True,False,False,False,m
0002-9149(88)91372-0,True,True,True,True,y
0167-5273(89)90105-8,True,True,False,True,m
s0300-483x(02)00076-8,True,False,False,False,m
s0020-1693(97)05761-7,True,False,False,False,m
apmr.2002.34597,True,True,False,True,m
s0002-9149(83)80063-0,True,True,False,False,m
s0002-8703(98)70221-2,False,True,False,False,n
0002-9149(92)90707-6,True,True,False,False,m
jada.archive.2011.0325,True,True,False,False,m
s0141-0229(98)00014-3,True,False,False,False,m
j.physbeh.2021.113531,True,False,True,False,y
j.ejphar.2003.11.024,True,False,False,False,m
s0033-0620(59)80027-x,True,False,False,False,m
s0955-2863(01)00173-5,True,False,False,False,m
s0014-2999(97)01593-8,True,False,False,False,m
0002-8703(84)90090-5,True,True,True,True,y
j.jsams.2013.07.004,True,True,False,False,m
j.mayocp.2016.10.003,True,False,False,False,m
j.cjca.2017.09.019,True,False,False,False,m
j.chemosphere.2016.02.127,True,False,False,False,m
j.neulet.2015.06.004,False,False,False,False,n
j.bcp.2004.12.001,True,False,False,False,m
s0306-9877(03)00154-3,False,False,False,False,n
j.physbeh.2019.01.011,True,True,True,True,y
j.jsams.2010.03.002,True,False,False,True,m
0002-9149(95)80032-n,True,False,False,False,m
0031-9384(92)90438-8,True,False,False,False,m
j.exger.2021.111246,True,False,False,True,m
chest.121.4.1099,True,True,True,False,y
chest.08-0567,True,True,True,True,y
0026-0495(90)90142-y,True,True,False,True,m
s0162-0134(97)81615-7,True,False,False,False,m
s0379-7112(02)00055-3,True,False,False,False,m
s0166-445x(03)00028-6,True,False,False,True,m
s0014-2999(02)01490-5,True,False,False,False,m
chest.128.1.256,True,True,True,False,y
j.jnutbio.2015.04.014,True,True,False,False,m
chest.97.5.1130,True,True,True,False,y
0002-9149(92)90592-m,True,False,False,False,m
0002-9149(91)90832-6,True,True,False,False,m
j.aquaculture.2011.03.004,True,False,False,True,m
0010-406x(67)90491-4,True,False,False,True,m
j.ijcard.2017.11.012,True,True,False,False,m
j.ijcard.2015.04.096,True,True,False,False,m
j.clnu.2018.09.029,True,True,False,False,m
j.ijpsycho.2014.11.004,True,True,True,False,y
j.aquaculture.2015.09.032,True,False,False,False,m
chest.113.4.906,True,False,True,False,y
