done,doi_suffix,op-rr,human,english,eligible,gas_data,ext_ref,gas_analyzer,Data Processing Text,outlier_terms,outlier_text,outlier_function,outlier_limit,Notes
FALSE,s11332-019-00580-y,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.2005.017806,,,,,,,,,FALSE,FALSE,,,
FALSE,cnd.0b013e3181a23c86,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002395,,,,,,,,,FALSE,FALSE,,,
FALSE,s13075-018-1605-0,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2019-0168,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpcell.2001.281.4.c1259,,,,,,,,,FALSE,FALSE,,,
FALSE,jphysiol.2014.274068,,,,,,,,,FALSE,FALSE,,,
FALSE,jbcr_._irab173,,,,,,,,,FALSE,FALSE,,,
FALSE,amhp.5307.2019,,,,,,,,,FALSE,FALSE,,,
FALSE,jhse.2018.133.07,,,,,,,,,FALSE,FALSE,,,
FALSE,md.0000000000005504,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1365-2281.2001.00313.x,,,,,,,,,FALSE,FALSE,,,
FALSE,s0002-9149_._96_._00421-3,,,,,,,,,FALSE,FALSE,,,
FALSE,s004840050066,,,,,,,,,FALSE,FALSE,,,
FALSE,j.cjca.2015.07.011,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050033,,,,,,,,,FALSE,FALSE,,,
FALSE,hcr.0000000000000129,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph17103699,,,,,,,,,FALSE,FALSE,,,
FALSE,jssm.2021.398,,,,,,,,,"[[' coughing'], [' sigh', ' swallow'], ['\nerrant'], [' local mean'], ['breath-by-breath data were examined to exclude \n\nerrant  breaths  from  sighing,  swallowing,  coughing,  etc., \nand breaths lying more than four standard deviations ']]","['als gas exchange was measured as de-\nscribed above.  \n \noxygen uptake kinetics \n\nthe v(cid:4662) o2 breath-by-breath data were examined to exclude \n\nerrant  breaths  from  sighing,  swallowing,  coughing,  etc., \nand breaths lying more than four standard deviations from \nthe local mean of 5 data points were removed. the filtered \ndata were linearly interpolated to provide second-by-s']",,±4 SD,
FALSE,00007256-200737040-00011,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.2019-0171,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-012-2326-8,,,,,,,,,FALSE,FALSE,,,
FALSE,jcm9061889,,,,,,,,,FALSE,FALSE,,,
FALSE,acel.12735,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-007-0650-1,,,,,,,,,[[' local\nmean']],[' checked for pcr sample ﬂuctuations that were greater\nthan ±4 standard deviations (sd) from a moving local\nmean (whipp and rossiter 2005). such large pcr ﬂuctua-\ntions\nunderlying\nphysiological proﬁle and are lik'],,NA,
FALSE,bmt.2016.73,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000053699.91683.cd,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jsams.2007.02.013,,,,,,,,,FALSE,FALSE,,,
FALSE,j.amjcard.2004.07.126,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jsams.2014.07.021,,,,,,,,,FALSE,FALSE,,,
FALSE,j.metabol.2016.11.009,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00377.2010,,,,,,,,,FALSE,FALSE,,,
FALSE,a-1015-0333,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000002731,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-014-2887-9,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002425,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3182a1fe6f,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.23.5.498,,,,,,,,,FALSE,FALSE,,,
FALSE,fimmu.2018.02819,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3181a6aaa4,,,,,,,,,FALSE,FALSE,,,
FALSE,joa3.12350,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-006-0189-6,,,,,,,,,FALSE,FALSE,,,
FALSE,j.apmr.2011.07.190,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-012-2477-7,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3182a953b1,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-006-0174-0,,,,,,,,,FALSE,FALSE,,,
FALSE,msm.936069,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-003-0864-9,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199802000-00003,,,,,,,,,FALSE,FALSE,,,
FALSE,cpf.12525,,,,,,,,,FALSE,FALSE,,,
FALSE,2047487312444372,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000150016.46508.a1,,,,,,,,,FALSE,FALSE,,,
FALSE,nu12061877,,,,,,,,,FALSE,FALSE,,,
FALSE,theoncologist.2014-0078,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-200203000-00006,,,,,,,,,FALSE,FALSE,,,
FALSE,s0026-0495_._03_._00068-4,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-017-3656-3,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-964976,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2021.702415,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-018-4018-5,,,,,,,,,FALSE,FALSE,,,
FALSE,jcm9092773,,,,,,,,,FALSE,FALSE,,,
FALSE,fnhum.2014.00738,,,,,,,,,FALSE,FALSE,,,
FALSE,s0024-3205_._02_._01620-x,,,,,,,,,FALSE,FALSE,,,
FALSE,rheumatology_._ket283,,,,,,,,,FALSE,FALSE,,,
FALSE,17461391.2014.957729,,,,,,,,,FALSE,FALSE,,,
FALSE,0002-9343_._93_._90232-e,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2015-0601,,,,,,,,,FALSE,FALSE,,,
FALSE,jaha.120.016850,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2003-45225,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1540-8159.1999.tb00542.x,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2017.00846,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0199794,,,,,,,,,FALSE,FALSE,,±3 SD / 99%,
FALSE,bjsm.33.1.14,,,,,,,,,FALSE,FALSE,,,
FALSE,0002-9149_._92_._90713-9,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2017-0015,,,,,,,,,"[[' coughing'], [' swallow'], [' errant'], [' local mean'], ['breath-by-breath  v̇ o2  data  were  initially \n\nexamined to exclude errant breaths caused by  coughing, swallowing etc., and those values \n\nlying more than 4 sd ']]","[' the transit delay in capillary gas and \n\nanalyser  rise  time  relative  to  the  volume  signal.  breath-by-breath  v̇ o2  data  were  initially \n\nexamined to exclude errant breaths caused by  coughing, swallowing etc., and those values \n\nlying more than 4 sd from the local mean were removed. subsequently, the breath-by-breath \n\ndata were converted to second-by-second data usi']",,±4 SD,
FALSE,j.cardfail.2006.12.005,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000004107,,,,,,,,,FALSE,FALSE,,,
FALSE,jeb.061952,,,,,,,,,,,,,
FALSE,ajpendo.00543.2003,,,,,,,,,FALSE,FALSE,,,
FALSE,j.cardfail.2010.02.006,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0168517,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181db251b,,,,,,,,,FALSE,FALSE,,,
FALSE,jp271229,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000001904,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0028-1105932,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jchf.2016.03.001,,,,,,,,,FALSE,FALSE,,,
FALSE,cclm-2014-0850,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0033-1358713,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-003-0911-6,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-964888,,,,,,,,,FALSE,FALSE,,,
FALSE,resp.13519,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3181238a3f,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000000723,,,,,,,,,FALSE,FALSE,,,
FALSE,art.21605,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpregu.00258.2015,,,,,,,,,"[['v˙ o2 data were ﬁtted to either function (eqs. 1 or 2) using a\nweighted least-squares nonlinear regression procedure (tablecurve 2d,\nsystat). data points lying outside the 95% prediction interval']]","['be always described by an exponential\nterm (17), and thus only its mean duration is presented.\n\nthe v˙ o2 data were ﬁtted to either function (eqs. 1 or 2) using a\nweighted least-squares nonlinear regression procedure (tablecurve 2d,\nsystat). data points lying outside the 95% prediction interval during the\ninitial ﬁt of a model were excluded. the end-exercise v˙ o2 response,\nreferred to as end']",,±2 SD / 95%,
FALSE,mss.0b013e3181bb902f,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181fc5c48,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2017-0639,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000002282,,,,,,,,,FALSE,FALSE,,,
FALSE,s21227590,,,,,,,,,FALSE,FALSE,,,
FALSE,s41598-020-74240-4,,,,,,,,,FALSE,FALSE,,,
FALSE,sj.sc.3101229,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2006-955896,,,,,,,,,"[[' coughing'], [' swallow', ' sigh'], [' local mean']]","[' o2 data measured\nduring the two constant velocity tests were edited so that noisy\nbreaths caused by swallowing, coughing or sighing, which were\nnot reflective of the underlying kinetics, could be removed. a val-\nue was considered noisy if it was greater than 4 standard devia-\ntions from the local mean [36]. the signals from both tests were\nthen resampled to second-by-second and ensemble-averaged to\n']",,±4 SD,
FALSE,j.apmr.2017.09.112,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.11.1.22,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-012-2447-0,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jns.2013.09.035,,,,,,,,,FALSE,FALSE,,,
FALSE,0735-1097_._93_._90355-5,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12409,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-021-04861-8,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-013-2734-4,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-005-1353-0,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12498,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.13472,,,,,,,,,FALSE,FALSE,,,
FALSE,hj.1998.v136.89731,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000002257,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2017.00451,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.119.4.1073,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph19063527,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2021-0080,,,,,,,,,FALSE,FALSE,,,
FALSE,eurjpc_._zwaa007,,,,,,,,,FALSE,FALSE,,,
FALSE,s0002-9149_._98_._00979-5,,,,,,,,,FALSE,FALSE,,,
FALSE,jphysiol.2002.019380,,,,,,,,,FALSE,FALSE,,,
FALSE,jcm10184075,,,,,,,,,FALSE,FALSE,,,
FALSE,arm.2012.36.3.379,,,,,,,,,FALSE,FALSE,,,
FALSE,hcr.0000000000000019,,,,,,,,,FALSE,FALSE,,,
FALSE,01.cir.80.4.769,,,,,,,,,FALSE,FALSE,,,
FALSE,jorc.12293,,,,,,,,,FALSE,FALSE,,,
FALSE,s11357-014-9727-z,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1475-097x.2009.00906.x,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.18.6.653,,,,,,,,,FALSE,FALSE,,,
FALSE,j.bcmd.2009.08.003,,,,,,,,,FALSE,FALSE,,,
FALSE,01.hjr.0000102817.74402.5b,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-013-2694-8,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-003-0843-1,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-010-1395-9,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0028-1111110,,,,,,,,,FALSE,FALSE,,±3 SD / 99%,
FALSE,chest.10-0120,,,,,,,,,FALSE,FALSE,,,
FALSE,jcem.84.11.6116,,,,,,,,,FALSE,FALSE,,,
FALSE,k.49.1.15,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.16.3.245,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050612,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-002-0686-1,,,,,,,,,FALSE,FALSE,,,
FALSE,s00380-018-1138-0,,,,,,,,,FALSE,FALSE,,,
FALSE,02640414.2018.1487115,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-021-04689-2,,,,,,,,,"[[' cough'], [' sigh', ' swallow']]","['or et\xa0al. 2018), \nwith each condition initially examined to exclude any out-\nlying values (caused by sighs, swallowing, and coughs, for \nexample). the breath-by-breath data were then linearly \ninterpolated to 1\xa0s intervals and re']",,NA,
FALSE,j.wem.2014.12.001,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsports-2011-090337,,,,,,,,,FALSE,FALSE,,,
FALSE,nu12020454,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph18030860,,,,,,,,,FALSE,FALSE,,,
FALSE,biomedres.24.309,,,,,,,,,FALSE,FALSE,,,
FALSE,cce.0000000000000491,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.01226.2013,,,,,,,,,"[[' coughing'], [' errant'], [' local mean']]","['s analyzing system (oxycon pro, viasys\nhealthcare, hoechberg, germany).\n\nto determine v˙ o2 kinetics errant breaths, deﬁned as any value\nlying more than 4 sds away from the local mean caused by swal-\nlowing and coughing were initially removed. then the v˙ o2 responses\nfor the three transitions were linearly interpolat']",,±4 SD,
FALSE,mss.0b013e3181831f0f,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000000359,,,,,,,,,FALSE,FALSE,,,
FALSE,2046-7648-3-8,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002905,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e31825922aa,,,,,,,,,FALSE,FALSE,,,
FALSE,tjem.233.57,,,,,,,,,FALSE,FALSE,,,
FALSE,echo.13623,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12916,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpregu.00351.2009,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.15.1.15,,,,,,,,,FALSE,FALSE,,,
FALSE,h2012-108,,,,,,,,,FALSE,FALSE,,,
FALSE,s0002-9149_._99_._80233-1,,,,,,,,,FALSE,FALSE,,,
FALSE,cjpp-2018-0742,,,,,,,,,"[[' coughing'], [' swallow']]","['ata were synchronized us-\ning a marker signal and interpolated to 1 s intervals. outliers,\ncaused by coughing, swallowing, or measuring artifacts in both\nsystems were eliminated manually.\n\ntilting protocol\n\nthe tilting']",,visual,
FALSE,s13105-012-0191-x,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00942.2016,,,,,,,,,FALSE,FALSE,,,
FALSE,j.apergo.2020.103266,,,,,,,,,FALSE,FALSE,,,
FALSE,k.48.1.11,,,,,,,,,FALSE,FALSE,,,
FALSE,dmcn.12703,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-011-2063-4,,,,,,,,,FALSE,FALSE,,,
FALSE,s41598-021-92040-2,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.105.2.463,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-011-1851-1,,,,,,,,,"[[' aberrant'], [' local mean'], ['vo2p and hr data were ﬁltered by removing aberrant data\npoints that lay outside 4 sd ']]","['changes in the concentration are reported as a\ndelta (d) in arbitrary units (a.u.).\n\ndata analysis\n\nvo2p and hr data were ﬁltered by removing aberrant data\npoints that lay outside 4 sd of the local mean. data for\neach repetition of a similar protocol were then linearly\ninterpolated to 1 s intervals, t']",,±4 SD,
FALSE,fphys.2019.01379,,,,,,,,,FALSE,FALSE,,,
FALSE,s0022-3999_._96_._00297-8,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000150020.25153.34,,,,,,,,,FALSE,FALSE,,,
FALSE,j.medengphy.2005.10.006,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jjcc.2016.11.010,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0173120,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-005-0010-y,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-002-0735-9,,,,,,,,,FALSE,FALSE,,,
FALSE,j.eupc.2004.09.002,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ergon.2008.05.002,,,,,,,,,FALSE,FALSE,,,
FALSE,jcm8010057,,,,,,,,,FALSE,FALSE,,,
FALSE,ana.1050,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2016-0294,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.2017-0345,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2018.00277,,,,,,,,,"[['\naberrant'], [' local mean'], ['vo2 data were edited on an individual basis by removing\naberrant data points that laid 3 sd ']]","['seline, 5 min of\nocclusion, and 8 min following cuﬀ release) (mclay et al., 2016a).\n\ndata analysis\n˙vo2 data were edited on an individual basis by removing\naberrant data points that laid 3 sd outside of the local mean.\nduring moderate intensity exercise (mod) transitions, data\nfor each repetition of a similar protoc']",,±3 SD / 99%,
FALSE,j.1532-5415.2009.02499.x,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-020-04426-1,,,,,,,,,"[[' local mean'], ['breath device (metamax 3b, cortex \nbiophysik gmbh, germany). before each test, the device was \n\n2 was filtered by removing all values that \nin the first step,  ̇v o\ndiffer more than three standard deviations ']]","['\nmeasurements\n\nexpired air was continuously measured throughout the entire \ntests using a breath-by-breath device (metamax 3b, cortex \nbiophysik gmbh, germany). before each test, the device was \n\n2 was filtered by removing all values that \nin the first step,  ̇v o\ndiffer more than three standard deviations from the local mean \n(lamarra et\xa0al. 1987; keier et\xa0al. 2014).  ̇v o\n2max , maximal \ncarbon dioxide production ( ̇v co\n']",,±3 SD / 99%,
FALSE,s00421-015-3280-z,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2018.01415,,,,,,,,,FALSE,FALSE,,,
FALSE,respcare.05763,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.20.2.122,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00027.2007,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.2019-0233,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000000788,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000064999.82036.b4,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2003-45231,,,,,,,,,FALSE,FALSE,,,
FALSE,s12970-017-0191-x,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181e2734a,,,,,,,,,FALSE,FALSE,,,
FALSE,mhj.2001.115795,,,,,,,,,FALSE,FALSE,,,
FALSE,a-1487-6628,,,,,,,,,FALSE,FALSE,,,
FALSE,1573404812666161027143806,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.8.1.70,,,,,,,,,FALSE,FALSE,,,
FALSE,s00167-015-3709-2,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2016-0452,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0028-1105939,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050420,,,,,,,,,FALSE,FALSE,,,
FALSE,jcj.62.658,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181aff2cc,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.01325.2003,,,,,,,,,"[['\ncoughing'], [' swallow', ' sigh'], [' errant'], [' local mean']]","['of v˙ o2 kinetics. the breath-by-breath v˙ o2 data from each\ntest were initially examined to exclude errant breaths caused by\ncoughing, swallowing, sighing, etc., and those values lying ⬎4 sds\nfrom the local mean were deleted. the breath-by-breath data were\nsubsequently linearly interpolated to give 1-s values.']",,±4 SD,
FALSE,jp273176,,,,,,,,,FALSE,FALSE,,,
FALSE,jappl.1993.74.6.2875,,,,,,,,,FALSE,FALSE,,,
FALSE,j.freeradbiomed.2016.04.024,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph18094546,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0138428,,,,,,,,,"[['breath-by-breath data from each exer-\ncise test were filtered manually to remove outlying breaths, defined as breaths ± 3 sd ', 'breath-by-breath data from each exercise test were filtered manually to\nremove outlying breaths, defined as breaths ± 3 sd ']]","['ar_2 of each trial (w>cp(2)) and expressed in both kj and % of w’. as for the\nincremental test, the breath-by-breath data from each exercise test were filtered manually to\nremove outlying breaths, defined as breaths ± 3 sd from the adjacent five breaths. the data for\n\nplos one | doi:10.1371/journal.pone.0138428 september ', 'eart rate were systematically above 1.10 and\n90% of maximal predicted heart rate, respectively. the breath-by-breath data from each exer-\ncise test were filtered manually to remove outlying breaths, defined as breaths ± 3 sd from the\nadjacent five breaths. pmax and peak _v o2 were deﬁned as the highest averaged 15-s power o']",,±3 SD / 99%,
FALSE,s10072-010-0396-0,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.13326,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12257,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2012-0347,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000001929,,,,,,,,,FALSE,FALSE,,,
FALSE,j.apmr.2013.03.016,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-006-0242-5,,,,,,,,,FALSE,FALSE,,,
FALSE,j.pcad.2020.10.005,,,,,,,,,FALSE,FALSE,,,
FALSE,ijms22020896,,,,,,,,,FALSE,FALSE,,,
FALSE,s0022-3476_._05_._81213-2,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.2006.032714,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210000380,,,,,,,,,FALSE,FALSE,,,
FALSE,s00246-010-9761-2,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.91296.2008,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jsams.2007.11.007,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-005-0052-1,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199910000-00011,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1365-2281.2002.00405.x,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-020-04459-6,,,,,,,,,"[[' errant'], [' local mean'], ['breaths, \ndefined where v̇o2 differed from the local mean by ≥ 4\xa0sd,']]","['using the natural loga-\nrithm eq.\xa02:\n\x01 = −120∕ln\x011 − w �\n\n(2)\nfor pulmonary gas exchange parameters, errant breaths, \ndefined where v̇o2 differed from the local mean by ≥ 4\xa0sd, \nwere removed. thereafter gas exchange and power data \nwere interpolated and time aligned to produc']",,±4 SD,
FALSE,fphys.2020.585267,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.01353.2011,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0044-100921,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.01152.2009,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002302,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000000356,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000000177,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181d68579,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000000718,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199610000-00003,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2013-0267,,,,,,,,,FALSE,FALSE,,,
FALSE,2047487318777777,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00384.2017,,,,,,,,,FALSE,FALSE,,,
FALSE,j.resp.2013.12.015,,,,,,,,,FALSE,FALSE,,,
FALSE,s00415-003-0993-4,,,,,,,,,FALSE,FALSE,,,
FALSE,j.bspc.2008.11.003,,,,,,,,,"[[' aberrant'], ['breaths with values exceeding +/- 3 sd ']]","['ygen uptake\nat 0.5 l.min−1 (figure 10 (b)).\n\n1in a study by lamarra et al. [18], the authors delete breaths with values exceeding +/- 3 sd from the mean,\nbut suggest that the noise variance varies signiﬁcantly between subjects, and consequ', 'cted from this tetraplegic subject justiﬁes the\nchoice of +/- 2 sd as the cut-oﬀ point for excluding aberrant breaths.1\n\nthe editing is applied to the following variables: breathing frequency, tidal volume, ti']",,±2 SD / 95%,
FALSE,s00421-020-04477-4,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-200002000-00019,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-200203000-00012,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050286,,,,,,,,,FALSE,FALSE,,,
FALSE,2060.2020.00039,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-009-1093-7,,,,,,,,,FALSE,FALSE,,,
FALSE,j.neuroimage.2011.08.032,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e318184f45e,,,,,,,,,FALSE,FALSE,,,
FALSE,s1047951120003704,,,,,,,,,FALSE,FALSE,,,
FALSE,2015_._618291,,,,,,,,,FALSE,FALSE,,,
FALSE,2018_._2898546,,,,,,,,,FALSE,FALSE,,,
FALSE,j.physbeh.2017.07.030,,,,,,,,,FALSE,FALSE,,,
FALSE,j.gaitpost.2008.08.008,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002427,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000132271.24629.38,,,,,,,,,"[[' coughing'], [' swallow', ' sigh'], [' errant'], [' local mean'], ['breath-by-breath v˙ o2\ndata from each test were initially examined to exclude errant\nbreaths caused by coughing, swallowing, sighing, etc., and\nthose values lying more than 4 sd ']]","['for the determination of\nblood [lactate] from 20 samples was 3.5%.\n\nanalysis of v˙ o2 kinetics. the breath-by-breath v˙ o2\ndata from each test were initially examined to exclude errant\nbreaths caused by coughing, swallowing, sighing, etc., and\nthose values lying more than 4 sd from the local mean\n(based on five breaths) were deleted. for each subject and\neach exercise condition, the v˙ o2 data ']",,±4 SD,
FALSE,j.jelekin.2006.07.007,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181bac33c,,,,,,,,,FALSE,FALSE,,,
FALSE,j.rppnen.2016.11.007,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0109954,,,,,,,,,FALSE,FALSE,,,
FALSE,heartasia-2012-010095,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2017-0279,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-010-1450-6,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00662.2015,,,,,,,,,[[' local mean']],"['tions at 80 rpm (œ; lot piso). the time\npoints of the ⌺iemg measures are also shown (\x8d).\n\n99% of the local mean prediction limits; ref. 30), which were\nconsidered to be uncharacteristic of the underlying physiol']",,NA,
FALSE,j.shaw.2018.02.002,,,,,,,,,FALSE,FALSE,,,
