done,doi_suffix,Data Processing Text,avg_terms,avg_text,no_avg_details,Avg type,Avg subtype,Avg amount,Avg MOS,Avg mean type,Avg method,Documented
FALSE,jer.1836132.066,,"['last 30s ', '1 min of recover']","['p://www.e-jer.org 681\n\x0cderesz lf, et al. • capacity and efficiency cardiopulmonary in plwha first minute was undertaken at a treadmill walking speed of 3  km/hr and at 0% slope (hrmax – heart rate at 1 MIN OF RECOVERy), and (2) during the second minute of passive recovery (hrmax – heart rate at 2 min of recovery) (vicente-campos et al.,  2014). half-time of the recovery vo2peak (t½ vo2) was defined as  the time f', 'each test  with respect to airflow, o2 and co2 analyzers. a 3-lead electrocardiogram was recorded using ergopc elite 3.3 (micromed, são  paulo, brazil) at rest and during the test. the average of the LAST 30S data points from the test were used  to determine the vo2peak, ve, hrmax (balady et al., 2010) and  oxygen pulse (stringer, 2010). two independent evaluators determined the get (higa et al., 2007) and']",FALSE,time,bin,30,mean,whole,jer.1836132.066-time-bin-30-mean-whole,TRUE
FALSE,jgs.14867,,['last 30 seconds '],['e ergometer exercise testing with expired gas-exchange analysis was performed  at baseline and follow-up using previously reported protocols. breath-by-breath gas  exchange data were averaged for the LAST 30 SECONDS of the exercise test to determine the  peak values. ventilatory anaerobic threshold was determined using standardized protocol. a  six-minute walk test was also performed at baseline and end of traini'],FALSE,time,bin,30,mean,whole,jgs.14867-time-bin-30-mean-whole,TRUE
FALSE,jgs.14867,,['last 30 seconds '],['e ergometer exercise testing with expired gas-exchange analysis was performed  at baseline and follow-up using previously reported protocols. breath-by-breath gas  exchange data were averaged for the LAST 30 SECONDS of the exercise test to determine the  peak values. ventilatory anaerobic threshold was determined using standardized protocol. a  six-minute walk test was also performed at baseline and end of traini'],FALSE,time,bin,30,mean,whole,jgs.14867-time-bvin-30-mean-whole,TRUE
FALSE,jhh.2013.7,,['averaged over 10-s '],"[' previously described.9 workload was for women and 30 w min \x00 1 for men. during the graded exercise protocol, expired air was analyzed by a quark b2 metabolic system (cosmed, rome, italy) and vo2 was AVERAGED OVER 10-S intervals during the test. the vo2 peak was the highest vo2 value achieved during the test. peak heart rate was obtained from this test and used to calculate heart-rate reserve. acute exercise bouts d']",FALSE,time,bin,10,mean,whole,jhh.2013.7-time-bin-10-mean-whole,TRUE
FALSE,jomh.v16i4.312,,"['average value of every 2 min', 'average value every 2 min', 'every 10 s,', 'average value measured at every 1 min', 'every 10 s ', 'every 1 min', 'every 10 s.']","['e savello, italy), oxygen saturation (% spo2, radical-7 pulse oximeter, masimo,  ca, usa) and nirs (astem, mizonokuchi, japan),  which are the subjects’ energy metabolism parameters, were measured at EVERY 10 S, while blood lactate concentration was measured at EVERY 1 MIN. the  average values at each exercise load during 2 min  were used for all results. the gxt was performed  in a chamber with environmental control, at a mean e109 hypoxia exposure reduces exercise pe', 'his article is distributed under the terms of the creative commons attribution-noncommercial 4.0 international license. ©2020 seo jb et al.\x0cwhile at rest and until exhaustion, consistently, giving an AVERAGE VALUE EVERY 2 MIN. in order to measure vo2max, an automatic  analyzer k5 (cosmed, monte savello, italy) and  a bicycle ergometer (monark ergomedc 828e,  monark, sweden) were prepared, after which the  gxt was conducte', 'e oximeter (masimo,  ca, usa) were placed on the bicycle ergometer seat  and fixed on the index finger. the analysis was performed at an average of 2 min each with identical  load during rest and gxt EVERY 10 S. lactate concentration was tested by drawing  80 μl of blood from the capillaries of the fingertip and analyzed using the lactate pro2 lactic acid  analyzer (arkray, kyoto, japan). the test recorded the AVERAGE VALUE MEASURED AT EVERY 1 MIN during  rest and until exhaustion, consistently, giving the  AVERAGE VALUE OF EVERY 2 MIN. the hr, ve, vo2, vco2, rer, o2 pulse, and  vo2max values were measured using the automatic metabolism analyzer k5 (cosmed, monte  savello, italy). the analysis performed indicated an  average value of 2 min at each identical load during  rest and gxt EVERY 10 S. the k5 equipment was  calibrated in each condition before the experiment  started. the measured vo2max was compared for  each condition. the analysis of levels of oxygenated hemoglobin (oxy_hb), deox']",FALSE,time,bin,120,mean,whole,jomh.v16i4.312-time-bin-120-mean-whole,TRUE
FALSE,jomh.v16i4.312,,"['average value of every 2 min', 'average value every 2 min', 'every 10 s,', 'average value measured at every 1 min', 'every 10 s ', 'every 1 min', 'every 10 s.']","['e savello, italy), oxygen saturation (% spo2, radical-7 pulse oximeter, masimo,  ca, usa) and nirs (astem, mizonokuchi, japan),  which are the subjects’ energy metabolism parameters, were measured at EVERY 10 S, while blood lactate concentration was measured at EVERY 1 MIN. the  average values at each exercise load during 2 min  were used for all results. the gxt was performed  in a chamber with environmental control, at a mean e109 hypoxia exposure reduces exercise pe', 'his article is distributed under the terms of the creative commons attribution-noncommercial 4.0 international license. ©2020 seo jb et al.\x0cwhile at rest and until exhaustion, consistently, giving an AVERAGE VALUE EVERY 2 MIN. in order to measure vo2max, an automatic  analyzer k5 (cosmed, monte savello, italy) and  a bicycle ergometer (monark ergomedc 828e,  monark, sweden) were prepared, after which the  gxt was conducte', 'e oximeter (masimo,  ca, usa) were placed on the bicycle ergometer seat  and fixed on the index finger. the analysis was performed at an average of 2 min each with identical  load during rest and gxt EVERY 10 S. lactate concentration was tested by drawing  80 μl of blood from the capillaries of the fingertip and analyzed using the lactate pro2 lactic acid  analyzer (arkray, kyoto, japan). the test recorded the AVERAGE VALUE MEASURED AT EVERY 1 MIN during  rest and until exhaustion, consistently, giving the  AVERAGE VALUE OF EVERY 2 MIN. the hr, ve, vo2, vco2, rer, o2 pulse, and  vo2max values were measured using the automatic metabolism analyzer k5 (cosmed, monte  savello, italy). the analysis performed indicated an  average value of 2 min at each identical load during  rest and gxt EVERY 10 S. the k5 equipment was  calibrated in each condition before the experiment  started. the measured vo2max was compared for  each condition. the analysis of levels of oxygenated hemoglobin (oxy_hb), deox']",FALSE,time,bin,10,mean,whole,jomh.v16i4.312-time-bin-10-mean-whole,TRUE
FALSE,jospt.1994.19.3.140,,FALSE,FALSE,TRUE,,,,,,jospt.1994.19.3.140,TRUE
FALSE,jospt.1998.27.2.154,"A gas analysis system (SensorMedics 2900, SensorMedics Corp., Anaheim, CA) was used to record all respiratory measures every 30 seconds, and heart rate was monitored using a three-lead ECG (Porta Pak/SOA, Medical Research Laboratories Inc., Buffalo, Grove, IL).","['every 30 seconds,']","['he test was terminated when  the subject reached volitional exhaus  tion. a gas analysis system (sensormed-  ics 2900, sensormedics corp., ana-  heim, ca) was used to record all  respiratory measures EVERY 30 SECONDS,  and heart rate was monitored using a  three-lead ecg (porta pak/soa, medi-  cal research laboratories inc., buffalo,  grove, il). the oxygen and carbon-  dioxide analyzers of the gas analysis  syste']",FALSE,time,bin,30,mean,whole,jospt.1998.27.2.154-time-bin-30-mean-whole,TRUE
FALSE,journal.pone.0009292,,['averaged over thirty-second '],"['001 following the rest period, a second test was performed using the alternate system and following the procedures described above. statistical analysis breath-by-breath values from both systems were AVERAGED OVER THIRTY-SECOND intervals. both the cosmed k4b2 and medgraphics systems utilize the weir equation to predict energy expenditure from co2 production and o2 consumption [17]. an average steady-state value was calculate']",FALSE,time,bin,30,mean,whole,journal.pone.0009292-time-bin-30-mean-whole,TRUE
FALSE,journal.pone.0056151,,FALSE,FALSE,TRUE,,,,,,journal.pone.0056151,TRUE
FALSE,journal.pone.0138154,,['average oxygen consumption for the last 2-min'],"['g vo2 was measured on the first day of a series of measurements. the subjects sat on a chair for 5 minutes with a gas collection mask. the participants stood up on a flat terrain for 5–6 minutes. the AVERAGE OXYGEN CONSUMPTION FOR THE LAST 2-MIN was regarded as the standing vo2. to be accustomed to the treadmill walking and running, each participant walked and run at least three preliminary practices on the treadmill with a freely chosen ste']",FALSE,time,bin,120,mean,whole,journal.pone.0138154-time-bin-120-mean-whole,TRUE
FALSE,journal.pone.0139279,Expired gases were VO2peak was calculated as the highest _V O2 value averaged over 60 s,"['value averaged over 60 s.', 'last 5s ']","['brator. before each test automatic air ﬂow calibration was performed and the gas analyzer was calibrated using a certiﬁed gas mixture of 16% o2 and 4% co2. _vo2peak was calculated as the highest _vo2 VALUE AVERAGED OVER 60 S. _vo2submax was calculated as the average _vo2 during the second minute at each power output. gross efficiency was calculated from the _vo2 consumption and _vco2 production, averaged over the second m']",FALSE,time,bin,60,mean,whole,journal.pone.0139279-time-bin-60-mean-whole,TRUE
FALSE,journal.pone.0139801,,"['every 45 s ', 'highest mean value for 30 s ']","['bh, oberthulba, germany). the gas calibration was completed before the test day and the volume calibration was conducted before each test following the instructions provided by the. manufacturer. the HIGHEST MEAN VALUE FOR 30 S was defined as the v o2 was cono2max. 30–15 intermittent fitness test. the test was conducted outdoors on a tartan track and consisted of 30 s shuttle runs interspersed with 15 s passive recovery peri']",FALSE,time,bin,30,mean,whole,journal.pone.0139801-time-bin-30-mean-whole,TRUE
FALSE,journal.pone.0153617,,['highest 30-second '],"['utput (wmax) was defined as the last completed workload rate plus the fraction of time spent in the final uncompleted work rate multiplied by 25 w [20]. peak oxygen uptake (vo2max) was defined as the HIGHEST 30-SECOND average during the test. after a 20 minutes resting period, athletes with a maximal aerobic capacity of \x15150% of reference values for cardiorespiratory response [21] performed a 20-minute maximal time']",FALSE,time,bin,30,mean,whole,journal.pone.0153617-time-bin-30-mean-whole,TRUE
FALSE,journal.pone.0167263,,"['1.min-1). mean', 'five s value', 'averaged every 5s ', 'smoothed using three breath averages', ' 30 s rest intervals']","['s and coughs were excluded. afterwards, _vo2 values were measured in mean ± 3 sd and outside values were removed. subsequently, the breath-by-breath data were linearly interpolated to provide five-by-FIVE S VALUEs, and SMOOTHED USING THREE BREATH AVERAGES [15, 19]. heart rate (hr) was monitored and registered continuously by a hr monitor system (polar vantage nv, polar electro oy, kempele, finland) and transferred in real time, through a telemetric signal, to the k4b2 device. the hr values were also AVERAGED EVERY 5S intervals. the average _vo2 values were analyzed by a nonlinear least squares algorithm to fit the data through matlab 7.0 software (mathworks, natick, ma). the mathematical model consisted of two (ca', ', suggesting similar levels of aerobic capacity development, even the _vo2max= _vo2peak being higher in the previous study (mean = ~83 ml. kg-1.min-1) when compared with our results (54.9 ± 6.7 ml.kg-1.MIN-1). MEANwhile, the mean hr value at 100%mlss was 174 ± 10 beats.min-1 in the present study, values which were similar to the previous reported in literature [32, 34], as expected by the comparable age of samp']",FALSE,breath,rolling,5,mean,whole,journal.pone.0167263-breath-rolling-5-mean-whole,TRUE
FALSE,journal.pone.0228766,,"['averaged every 30 s.', 'seven day running training period']","['pan) to determine _vo2, carbon dioxide output ( _vco2), minute ventilation ( _ve), and the respiratory exchange ratio (rer). the respiratory samples were collected breath-by-breath, and the data were AVERAGED EVERY 30 S. main experiments the main experiments included two exercise trials (re and end) and a rest trial (rest). all subjects arrived at the laboratory at the same time of the day following an overnight fast']",FALSE,time,bin,30,mean,whole,journal.pone.0228766-time-bin-30-mean-whole,TRUE
FALSE,journal.pone.0229466,,"['over a 20-s ', ' 20-s rolling average']",['and the time of the last uncompleted stage [36]. the _vo2max and the maximal respiratory frequency rfmax were defined as the highest value of _vo2 and respiratory frequency registered during the test OVER A 20-S rolling average [37]. the first ventilatory threshold (vt1) was determined from visual inspection of: 1) the first disproportionate increase in minute ventilation (ve); 2) an increase in ve= _vo2 with no increase in'],FALSE,time,bin,20,mean,whole,journal.pone.0229466-time-bin-20-mean-whole,TRUE
FALSE,journal.pone.0232693,,"['averaged over 20 seconds.', 'highest 20 second-']","['rk rate of 15–30 w/min, aiming for test termination after 8–12 minutes. oxygen uptake (vo2) and carbon dioxide output (vco2) were measured breath by breath (vmax legacy/spectra 229; sensormedics) and AVERAGED OVER 20 SECONDS. the HIGHEST 20 SECOND-value of vo2 was termed vo2peak and standardized by bodyweight (ml/kg/min). the primary symptom to limit exercise was reported by the patient and characterized as leg discomfort/fatigue, dyspnea, ches']",FALSE,time,bin,20,mean,whole,journal.pone.0232693-time-bin-20-mean-whole,TRUE
FALSE,journal.pone.0235567,"To compare peak values for ⩒o2, RER and HR between INC and CWR, gas exchange and ventilation data were exported in 10-s bins that were subsequently rolling averaged to provide 20-s values.","['every 3 or 4s ', 'rolling averaged to provide 20-s', 'highest 20-s ', ' 20-s value', 'averaged into 20-s ', ' 20-s rolling-average value']","[', to test for the presence of a ⩒o2 plateau during the final portion of ramp-inc, linear regression was used to predict the ⩒o2 values during the final 120 s of exercise. for this analysis, data were AVERAGED INTO 20-S bins and the fitting window was constrained to exclude the initial and final 120 s of exercise to ensure that the fit was not contaminated by the initial lag in the ⩒o2 response during ramp-inc (i.e.,', 'm and rpe were also recorded for cwr. data analysis to compare peak values for ⩒o2, rer and hr between inc and cwr, gas exchange and ventilation data were exported in 10-s bins that were subsequently ROLLING AVERAGED TO PROVIDE 20-S values. the peak values for each variable were defined as the HIGHEST 20-S rolling-average value measured during each test. to evaluate secondary criteria that have traditionally been used for verifying ⩒o2max during inc, we determined the number of participants who achieved/surpassed an rer of ', '.97 ± 0.04; range, 0.83–1.00). when the slope and intercept values for each participant were used to predict their ⩒o2 values for the final two minutes of exercise during ramp-inc (i.e., the final six 20-S VALUEs), a ⩒o2 plateau was deemed present for two of 35 participants. during ramp-inc, both of these participants surpassed the traditional criterion value for rer; however, neither surpassed the tradition']",FALSE,time,bin,20,mean,whole,journal.pone.0235567-time-bin-20-mean-whole,TRUE
FALSE,journal.pone.0235567,"To compare peak values for ⩒o2, RER and HR between INC and CWR, gas exchange and ventilation data were exported in 10-s bins that were subsequently rolling averaged to provide 20-s values.","['every 3 or 4s ', 'rolling averaged to provide 20-s', 'highest 20-s ', ' 20-s value', 'averaged into 20-s ', ' 20-s rolling-average value']","[', to test for the presence of a ⩒o2 plateau during the final portion of ramp-inc, linear regression was used to predict the ⩒o2 values during the final 120 s of exercise. for this analysis, data were AVERAGED INTO 20-S bins and the fitting window was constrained to exclude the initial and final 120 s of exercise to ensure that the fit was not contaminated by the initial lag in the ⩒o2 response during ramp-inc (i.e.,', 'm and rpe were also recorded for cwr. data analysis to compare peak values for ⩒o2, rer and hr between inc and cwr, gas exchange and ventilation data were exported in 10-s bins that were subsequently ROLLING AVERAGED TO PROVIDE 20-S values. the peak values for each variable were defined as the HIGHEST 20-S rolling-average value measured during each test. to evaluate secondary criteria that have traditionally been used for verifying ⩒o2max during inc, we determined the number of participants who achieved/surpassed an rer of ', '.97 ± 0.04; range, 0.83–1.00). when the slope and intercept values for each participant were used to predict their ⩒o2 values for the final two minutes of exercise during ramp-inc (i.e., the final six 20-S VALUEs), a ⩒o2 plateau was deemed present for two of 35 participants. during ramp-inc, both of these participants surpassed the traditional criterion value for rer; however, neither surpassed the tradition']",FALSE,time,bin-roll,20-Oct,mean,whole,journal.pone.0235567-time-bin-roll-10-20-mean-whole,TRUE
FALSE,journal.pone.0266012,,"['last 30 seconds,', 'average of 30 seconds ', 'fast fourier transform', 'rolling average filter (5 s', ' 1s interval', ' 30 s intervals', ' 30-second averages', ' 1-second averages', 'rolling average of 30 seconds', 'during the 30-s ', 'lasting three minutes', 'butterworth']","['eir use interchangeably. pmax and _vo2max were closer to their criterion parameters. 1. introduction relying heavily on the bioenergetic basis of the traditional critical power model, an all-out test LASTING THREE MINUTES (ao3) has been described in the late 2000s as an advantageous alternative to determine the critical power (cp) on a cycle ergometer [1–3]. the proposition of ao3 stems from its ability to predict the', 'ltant force. the signal acquisition system (daq module, amplifier, load cell, and hall effect sensor) was set to record data at 1000 hz. the force signals were filtered using a low-pass, fourth-order BUTTERWORTH filter, with cutoff frequency (10 hz) determined by spectral analysis (FAST FOURIER TRANSFORM). for phase 2 of the study, volunteers ran equipped with a portable gas analyzer (k4b2, cosmed, italy) to measure gas exchange at rest, during, and after the test. _vo2, vco2, and ve were filtered using a rolling AVERAGE OF 30 SECONDS [41]. for all tests, _vo2peak was set as the highest value of the filtered data, to be compared with the incremental test’s verified _vo2max. 2.5. statistical analyses descriptive data are expressed a', ' during ao3. on the other hand, kramer et al. [51] confirmed _vo2max attainment on shuttle running. differences in _vo2 data treatment may explain the conflicting results since kramer et al. [51] used 1-SECOND AVERAGES while sperlich et al. [18] used a fixed window of 30-SECOND AVERAGES for the same. the current investigation used a rolling average and found comparable values for _vo2peak from the graded exercise test, the verification bout, and the ao3, with moderate te and high ic']",FALSE,time,rolling,30,mean,whole,journal.pone.0266012-time-rolling-30-mean-whole,TRUE
FALSE,jp271621,,['averaged every 15 s '],"['n champion, jaeger, hochberg, germany). the instruments were calibrated with a3 litre volume syringe and two gases with varying [o2] and [co2] prior to the experiment. pulmonary gas measurements were AVERAGED EVERY 15 S (elderly) or 10 s (young). vo2 peak/thv ratio −1)/thv (ml) (engblom et al. the index vo2 peak (ml min 2010) was calculated and used to conﬁrm or refute signs of heart failure in the population. statis']",FALSE,time,bin,10,mean,whole,jp271621-time-bin-10-mean-whole,TRUE
FALSE,jp271621,,['averaged every 15 s '],"['n champion, jaeger, hochberg, germany). the instruments were calibrated with a3 litre volume syringe and two gases with varying [o2] and [co2] prior to the experiment. pulmonary gas measurements were AVERAGED EVERY 15 S (elderly) or 10 s (young). vo2 peak/thv ratio −1)/thv (ml) (engblom et al. the index vo2 peak (ml min 2010) was calculated and used to conﬁrm or refute signs of heart failure in the population. statis']",FALSE,time,bin,15,mean,whole,jp271621-time-bin-15-mean-whole,TRUE
FALSE,jp280031,,FALSE,FALSE,TRUE,,,,,,jp280031,TRUE
FALSE,jpa.23.163,,['average of the last 3 min'],"['ing randomly assigned. the measurements obtained continuously during work were hr, v˙o2, v˙co2, rer, minute ventilation (v˙ e), tidal volume (vt) and breathing rate (fr). the values were taken as the AVERAGE OF THE LAST 3 MIN of each exercise. the o2 pulse (v˙o2/hr) was also calculated for each exercise level. this is equal to the product of the arterial-to-mixed venous o2 content difference and stroke volume. under condi']",FALSE,time,bin,180,mean,whole,jpa.23.163-time-bin-180-mean-whole,TRUE
FALSE,jpah.6.3.333,,FALSE,FALSE,TRUE,,,,,,jpah.6.3.333,TRUE
FALSE,jphysiol.2001.013462,,FALSE,FALSE,TRUE,,,,,,jphysiol.2001.013462,TRUE
FALSE,jphysiol.2006.113936,,"['interval for 20 s.', 'eached (< 6 s)', ' 5s each', 'every 30 s ', 'during the 5-s ', 'butterworth']","['ndicating maximal depolarization of the femoral nerve (fig. 1). following a 20 min rest period, six maximal voluntary contractions (mvcs) of the right quadriceps, separated by 30 s, were performed for 5S EACH. to obtain potentiated twitch force (qtw,pot), qtw in response to a single twitch was measured 5s after each mvc. next, paired stimuli (100, 50 and 10 hz) were repeated four times for each frequency,', 'hysiological response to exercise. ventilation and pulmonary gas exchange were measured breath-by-breath at rest and throughout exercise using an open-circuit system (harms et al. 1998) the averaging INTERVAL FOR 20 S. oxygen consumption during the hyperoxic trials is not reported since conventional equations for computing ˙vo2 from expired gas data cannot be determined by haldane’s transformation equation when usi']",FALSE,time,bin,20,mean,whole,jphysiol.2006.113936-time-bin-20-mean-whole,TRUE
FALSE,jphysiol.2007.132837,,"['during the last 20 s ', 'averaged into 10 s ', 'last 60 s ', ' 1s intervals']","['agnetically braked cycle ergometer (model h-300-r, lode) to determine their estimated lactate threshold ( ˆθl) and peak o2 uptake ( ˙vo2,peak). ˙vo2,peak was determined from the average ˙vo2 obtained DURING THE LAST 20 S of the incremental ramp test. the ˆθl was determined by visual inspection and was deﬁned as the ˙vo2 at which co2 output ( ˙vco2) began to increase out of proportion relative to ˙vo2 and the point at ', 'after a preliminary ﬁt of the data with bsl, amp, and td constrained to the best-ﬁt values and the τ allowed to vary. regression expired ventilation ( ˙ve) was time-aligned, ensembleaveraged and time-AVERAGED INTO 10 S bins. the time course of ˙ve was modelled using the exponential model described in eqn (1), and the data were ﬁtted from the onset to the end of constant-load exercise. heart rate. heart rate (hr) was', '1 28 ± 8 gain −1 w −1) (ml min — — 10.3 ± 0.5 10.9 ± 0.6 ∗ 10.1 ± 0.4 10.1 ± 0.5 c95 6 ± 26 ± 12 ± 13 ± 12 ± 12 ± 1 c95 3 ± 14 ± 1 values are means ± s.d. baseline values are taken as the mean of the LAST 60 S of 20 w cycling. bsl, baseline; amp, amplitude; τ time constant; c95, 95% conﬁdence interval; gain, calculated as \x01 ˙vo2 /\x01wr; td, time delay. signiﬁcant difference (p < 0.05) from control. ∗ con thro', 'igned such that time ‘zero’ represented the onset of exercise. data from each transition were ensemble-averaged to yield a single, averaged response for each subject. this transition was further time-AVERAGED INTO 10 S bins to provide a single time-averaged response for each subject. the on-transient response for ˙vo2 was modelled using a mono-exponential of the form: y(t) = ybsl + amp(cid:2)1 − e −(t−td)/τ (cid:3),']",FALSE,time,bin,20,mean,whole,jphysiol.2007.132837-time-bin-20-mean-whole,TRUE
FALSE,jphysiol.2007.132837,,"['during the last 20 s ', 'averaged into 10 s ', 'last 60 s ', ' 1s intervals']","['agnetically braked cycle ergometer (model h-300-r, lode) to determine their estimated lactate threshold ( ˆθl) and peak o2 uptake ( ˙vo2,peak). ˙vo2,peak was determined from the average ˙vo2 obtained DURING THE LAST 20 S of the incremental ramp test. the ˆθl was determined by visual inspection and was deﬁned as the ˙vo2 at which co2 output ( ˙vco2) began to increase out of proportion relative to ˙vo2 and the point at ', 'after a preliminary ﬁt of the data with bsl, amp, and td constrained to the best-ﬁt values and the τ allowed to vary. regression expired ventilation ( ˙ve) was time-aligned, ensembleaveraged and time-AVERAGED INTO 10 S bins. the time course of ˙ve was modelled using the exponential model described in eqn (1), and the data were ﬁtted from the onset to the end of constant-load exercise. heart rate. heart rate (hr) was', '1 28 ± 8 gain −1 w −1) (ml min — — 10.3 ± 0.5 10.9 ± 0.6 ∗ 10.1 ± 0.4 10.1 ± 0.5 c95 6 ± 26 ± 12 ± 13 ± 12 ± 12 ± 1 c95 3 ± 14 ± 1 values are means ± s.d. baseline values are taken as the mean of the LAST 60 S of 20 w cycling. bsl, baseline; amp, amplitude; τ time constant; c95, 95% conﬁdence interval; gain, calculated as \x01 ˙vo2 /\x01wr; td, time delay. signiﬁcant difference (p < 0.05) from control. ∗ con thro', 'igned such that time ‘zero’ represented the onset of exercise. data from each transition were ensemble-averaged to yield a single, averaged response for each subject. this transition was further time-AVERAGED INTO 10 S bins to provide a single time-averaged response for each subject. the on-transient response for ˙vo2 was modelled using a mono-exponential of the form: y(t) = ybsl + amp(cid:2)1 − e −(t−td)/τ (cid:3),']",FALSE,time,bin,10,mean,whole,jphysiol.2007.132837-time-bin-10-mean-whole,TRUE
TRUE,jphysiol.2007.132837,,"['during the last 20 s ', 'averaged into 10 s ', 'last 60 s ', ' 1s intervals']","['agnetically braked cycle ergometer (model h-300-r, lode) to determine their estimated lactate threshold ( ˆθl) and peak o2 uptake ( ˙vo2,peak). ˙vo2,peak was determined from the average ˙vo2 obtained DURING THE LAST 20 S of the incremental ramp test. the ˆθl was determined by visual inspection and was deﬁned as the ˙vo2 at which co2 output ( ˙vco2) began to increase out of proportion relative to ˙vo2 and the point at ', 'after a preliminary ﬁt of the data with bsl, amp, and td constrained to the best-ﬁt values and the τ allowed to vary. regression expired ventilation ( ˙ve) was time-aligned, ensembleaveraged and time-AVERAGED INTO 10 S bins. the time course of ˙ve was modelled using the exponential model described in eqn (1), and the data were ﬁtted from the onset to the end of constant-load exercise. heart rate. heart rate (hr) was', '1 28 ± 8 gain −1 w −1) (ml min — — 10.3 ± 0.5 10.9 ± 0.6 ∗ 10.1 ± 0.4 10.1 ± 0.5 c95 6 ± 26 ± 12 ± 13 ± 12 ± 12 ± 1 c95 3 ± 14 ± 1 values are means ± s.d. baseline values are taken as the mean of the LAST 60 S of 20 w cycling. bsl, baseline; amp, amplitude; τ time constant; c95, 95% conﬁdence interval; gain, calculated as \x01 ˙vo2 /\x01wr; td, time delay. signiﬁcant difference (p < 0.05) from control. ∗ con thro', 'igned such that time ‘zero’ represented the onset of exercise. data from each transition were ensemble-averaged to yield a single, averaged response for each subject. this transition was further time-AVERAGED INTO 10 S bins to provide a single time-averaged response for each subject. the on-transient response for ˙vo2 was modelled using a mono-exponential of the form: y(t) = ybsl + amp(cid:2)1 − e −(t−td)/τ (cid:3),']",FALSE,ensemble,,,,,jphysiol.2007.132837-ensemble,TRUE
FALSE,jphysiol.2010.197723,"Peak pulmonary gas exchange values were determined from the highest 12 breath mean, and ˙V O2peak during RI and SE105 were compared within each participant to establish ˙VO2 max.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ","['averaged into 5s ', 'during a 10 s ', ' 1s intervals', 'butterworth']","['ise at work rates consistent with those used here, i.e. work rates that would be expected to result in a ˙vo2sc (sargeant & dolan, 1987). in addition, it has been shown that a reduction in peak power DURING A 10 S all-out sprint (an abbreviated ‘wingate’ style test) was manifest following exercise above, but not below, lt (yano et al. 2001). however, because peak torque (and power) during cycling is dependent o', 'pton, ma, usa). breath-by-breath ˙vo2 was ﬁltered for errant breaths (i.e. values resulting after sighs, swallows, coughs etc., deﬁned as residing outside of 99% prediction limits) and interpolated to 1S INTERVALS. responses from like transitions were ensemble averaged to improve the signal-to-noise and AVERAGED INTO 5S bins for non-linear regression ﬁtting according to the following function: ˙vo2t = ˙vo2bl + \x01 ˙vo2ss · (1 − e −(t−d)/τ) where ˙vo2t, ˙vo2bl and \x01 ˙vo2ss are the time variant form, ˙vo2, respectively. ', '07, 1665–1667; discussion 1667–1668. uptake kinetics during two bouts of heavy cycling separated by fatiguing sprint exercise in humans. j appl physiol 94, 533–541. turner ap, cathcart aj, parker me, BUTTERWORTH c, wilson j & ward sa (2006). oxygen uptake and muscle desaturation kinetics during intermittent cycling. med sci sports exerc 38, 492–503. vercruyssen f, missenard o & brisswalter j (2009). relation']",FALSE,breath,bin,12,mean,whole,jphysiol.2010.197723-breath-bin-12-mean-whole,TRUE
FALSE,jphysiol.2010.197723,"Peak pulmonary gas exchange values were determined from the highest 12 breath mean, and ˙V O2peak during RI and SE105 were compared within each participant to establish ˙VO2 max.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ","['averaged into 5s ', 'during a 10 s ', ' 1s intervals', 'butterworth']","['ise at work rates consistent with those used here, i.e. work rates that would be expected to result in a ˙vo2sc (sargeant & dolan, 1987). in addition, it has been shown that a reduction in peak power DURING A 10 S all-out sprint (an abbreviated ‘wingate’ style test) was manifest following exercise above, but not below, lt (yano et al. 2001). however, because peak torque (and power) during cycling is dependent o', 'pton, ma, usa). breath-by-breath ˙vo2 was ﬁltered for errant breaths (i.e. values resulting after sighs, swallows, coughs etc., deﬁned as residing outside of 99% prediction limits) and interpolated to 1S INTERVALS. responses from like transitions were ensemble averaged to improve the signal-to-noise and AVERAGED INTO 5S bins for non-linear regression ﬁtting according to the following function: ˙vo2t = ˙vo2bl + \x01 ˙vo2ss · (1 − e −(t−d)/τ) where ˙vo2t, ˙vo2bl and \x01 ˙vo2ss are the time variant form, ˙vo2, respectively. ', '07, 1665–1667; discussion 1667–1668. uptake kinetics during two bouts of heavy cycling separated by fatiguing sprint exercise in humans. j appl physiol 94, 533–541. turner ap, cathcart aj, parker me, BUTTERWORTH c, wilson j & ward sa (2006). oxygen uptake and muscle desaturation kinetics during intermittent cycling. med sci sports exerc 38, 492–503. vercruyssen f, missenard o & brisswalter j (2009). relation']",FALSE,time,bin,5,mean,whole,jphysiol.2010.197723-time-bin-5-mean-whole,TRUE
