done,doi_suffix,Data Processing Text,interpolation_text,Interpolation type,Interpolation time (s),Notes
FALSE,s-2005-872968,,FALSE,,,
FALSE,hjr.0b013e32833cca4d,,FALSE,,,
FALSE,j.jcmg.2014.12.033,,FALSE,,,
FALSE,mss.0b013e3182a59ab1,,FALSE,,,
FALSE,chest.104.3.701,,FALSE,,,
FALSE,j.amjcard.2009.02.013,,FALSE,,,
FALSE,s-2004-819939,,FALSE,,,
FALSE,s00296-021-05005-z,,FALSE,,,
FALSE,gerona_._gly159,,FALSE,,,
FALSE,fphys.2019.00720,,FALSE,,,
FALSE,a-0660-0031,,FALSE,,,
FALSE,amhp.4181.2015,,"['erformed above cp. 21  in this regression analysis, a cp represents the y-intercept of the  relationship between power output and 1/time-to-exhaustion.  in each subject. vo2 at a cp was determined by INTERPOLATing  each subject ’ s individual regression equation relating submaximal. vo2 to arm cranking power determined during the  incremental test. th e.. vo 2max. th ere was a small but signifi cant correla', 'ng above cs. 6, 25 in this  regression analysis, l cs represents the y-intercept of the relationship between treadmill speed  and 1/time-to-exhaustion. in each  subject. vo2 at l cs was determined by INTERPOLATion of each  subject ’ s individual regression  equation relating submaximal \n. vo2 to 1% grade running speeds  determined from the incremental treadmill test. upper body exercise capacity was determi']",,,
FALSE,a-1073-8016,,FALSE,,,
FALSE,phy2.12168,,FALSE,,,
FALSE,s00421-016-3408-9,,,,,
FALSE,nu11091961,,FALSE,,,
FALSE,phy2.12423,,FALSE,,,
FALSE,jphysiol.2005.102442,,FALSE,,,
FALSE,01.mss.0000152732.46744.4f,,FALSE,,,
FALSE,hrt.2003.032722,,FALSE,,,
FALSE,j.clinsp.2021.100003,,FALSE,,,
FALSE,s00421-009-1197-0,,,,,
FALSE,s004210050304,,FALSE,,,
FALSE,asem.3527.2014,,FALSE,,,
FALSE,arm.2013.37.3.364,,FALSE,,,
FALSE,journal.pone.0266012,,FALSE,,,
FALSE,01.mss.0000227306.34149.ba,,"['the continuous sampling of ecg, as described above. all signals were visually inspected for artifact and anomalies, and peak detection was performed on all qrs complexes. the rri (ms) time series was INTERPOLATed and resampled at 10 hz, channeled through a hamming window function, and then transformed into the power spectra using a discrete fourier transform algorithm. the power spectra were integrated and ']",,,
FALSE,mss.0b013e3181c67d82,,FALSE,,,
FALSE,s00421-019-04138-1,,FALSE,,,
FALSE,j.amjcard.2014.04.054,,FALSE,,,
FALSE,fphys.2017.00094,,FALSE,,,
FALSE,01.mss.0000177217.12977.2f,,FALSE,,,
FALSE,s00421-021-04783-5,,FALSE,,,
FALSE,pl00013802,,FALSE,,,
FALSE,bja_._aen310,,FALSE,,,
FALSE,apnm-2015-0355,,FALSE,,,
FALSE,journal.pone.0224948,,FALSE,,,
FALSE,s00421-002-0687-0,,"['_vv o2 blð þþ ac \x02 1 \x00 e\x00t=sc \x10 þ ap \x02 1 \x00 e\x00 t\x00tdp=sp \x10 ðþ \x11 \x10 \x11 square-wave transitions þ as \x02 1 \x00 e\x00 t\x00tds=ss ðþ the running speed at 80%vt and 50%d for each gradient was _vv o2 with calculated by INTERPOLATion of the linear regression of respect to running speed during the corresponding incremental test, excluding the ﬁrst few minutes of walking and the time following the attainment of any plateau in _v']",,,
FALSE,s-0032-1311595,,FALSE,,,
FALSE,09593985.2017.1357150,,FALSE,,,
FALSE,s-0034-1367047,,,,,
FALSE,s00421-009-1339-4,,FALSE,,,
FALSE,ajpendo.00357.2005,,FALSE,,,
FALSE,mss.0b013e318191c802,,FALSE,,,
FALSE,jappl.2001.90.3.947,,FALSE,,,
FALSE,j.jpeds.2014.08.005,,FALSE,,,
FALSE,s0022-3476_._88_._80059-3,,FALSE,,,
FALSE,bja_._aex164,,FALSE,,,
FALSE,ijsnem.2016-0079,,,,,
FALSE,phy2.12070,,FALSE,,,
FALSE,journal.pone.0203796,,"['cise test on ergometers and the remaining two visits were carried out the supramaximal tests. https://doi.org/10.1371/journal.pone.0203796.g001 respiratory variables, data were smoothed every 5-s and INTERPOLATed every 1 second. heart rate (hr) was measured by means of a transmitter belt coupled to the gas analyzer (wireless hr monitor, cosmed, rome, italy). blood samples were collected 3, 5, and 7 minutes ']",,1,
FALSE,journal.pone.0219741,,FALSE,,,
FALSE,sj.sc.3101566,,FALSE,,,
FALSE,jphysiol.2005.086025,,FALSE,,,
FALSE,jsc.0000000000001000,,FALSE,,,
FALSE,0967-3334_._36_._5_._n85,,FALSE,,,
FALSE,s-2007-971899,,FALSE,,,
FALSE,j.cjco.2021.02.003,,FALSE,,,
FALSE,occmed_._44.4.190,,FALSE,,,
FALSE,1517-869220182405180336,,FALSE,,,
FALSE,j.hrtlng.2020.06.013,,FALSE,,,
FALSE,00124278-200708000-00048,,FALSE,,,
FALSE,jsc.0b013e318173db5d,,FALSE,,,
FALSE,pes.2013-0152,,FALSE,,,
FALSE,s00421-014-2863-4,,"['plication of a face mask (hans rudolph,  kansas city, mo, usa) connected to a breath-by-breath  gas analyses system (quark b2, cosmed, rome, italy).  swim vo2peak was calculated using a 30-s backward INTERPOLATion technique (costill et al. 1985; leger et al. 1980;  montpetit et al. 1981). this technique has been shown to  provide valid measurements of vo2peak with a correlation  coefficient 0.92 to treadmil']",,,
FALSE,europace_._eut217,,FALSE,,,
FALSE,s0066-782x2010005000096,,FALSE,,,
FALSE,pep.0b013e318171faa1,,FALSE,,,
FALSE,j.apmr.2005.11.034,,FALSE,,,
FALSE,s004210100404,,FALSE,,,
FALSE,s1440-2440_._01_._80004-9,,FALSE,,,
FALSE,01.mss.0000074564.06106.1f,,FALSE,,,
FALSE,pes.21.2.159,,"['articipants performed an identical square-wave transition using the mode of exercise as for the  first test (11). analysis of vo2 kinetics for each exercise transition, the breath-by-breath data were INTERPOLATed to give  second-by-second values. the transitions for each exercise mode were then time  aligned to the start of exercise and averaged to enhance the underlying response  characteristics. nonlinear']",,1,
FALSE,japplphysiol.00122.2008,,FALSE,,,
FALSE,00005768-199910000-00018,,[' w during each successive minute. the subjects continued to pedal until they either stopped on their own volition or they could no longer maintain a cadence of 90 rpm. pobla was defined as the power (INTERPOLATed to the nearest 5 w) where [hla] first reached 3 mm. this definition was based on pilot tests which showed that 3 mm was attained in this incremental protocol at a power similar to that which cyclis'],,,
FALSE,s00421-021-04740-2,,FALSE,,,
FALSE,j.jsams.2018.07.023,,FALSE,,,
FALSE,jappl.1995.78.4.1596,,FALSE,,,
FALSE,j.gaitpost.2004.11.004,,FALSE,,,
FALSE,s004210050036,,FALSE,,,
FALSE,asem.3494.2013,,FALSE,,,
FALSE,s12938-018-0476-6,,"['iously, the gas  response of k 4b2 is breath by breath based, therefore, the sampling time of measurement is not constant. in order to deal with the varying sampling time of k 4b2, we  used a classic INTERPOLATion method [25] to unify the sampling period to 1\xa0s. overall, for the estimation of impulse response model, the sampling time was selected  as 1s, and the order of the model was selected as 300. the i', 'gorithms for tuning parameters in regularized least squares problems in system identification. automatica. 2013;49(7):2213–20. 25. oetken g, parks t, schussler h. new results in the design of digital INTERPOLATors. ieee trans acoustics speech signal process. 1975;23(3):301–9. 26. bozdogan h. model selection and akaike’s information criterion (aic): the general theory and its analytical extensions. psychomet']",,1,
FALSE,s-2004-820941,,['least 0.5 mm bla concentration was required for the determination of the lt. the po corresponding to the onset of blood lactate accumulation (obla) was identified on the bla-po curve by straight line INTERPOLATion between the two closest points as the po eliciting a bla of 4 mm [16]. gas exchange data were collected continuously during each test using an automated breath-by-breath system (vmax 29 c; sensorm'],,,
FALSE,00005768-199701000-00016,,FALSE,,,
FALSE,s-0033-1349139,,FALSE,,,
FALSE,bjn20041368,,FALSE,,,
FALSE,s-2003-43264,,FALSE,,,
FALSE,molmed.2009.00057,,FALSE,,,
FALSE,s004210050650,,FALSE,,,
FALSE,s-2000-8867,,FALSE,,,
FALSE,s00125-007-0783-0,,FALSE,,,
FALSE,s00421-015-3273-y,,FALSE,,,
FALSE,j.brainres.2019.02.009,,FALSE,,,
FALSE,mrr.0b013e32830d3675,,FALSE,,,
FALSE,j.physbeh.2021.113531,,FALSE,,,
FALSE,japplphysiol.00892.2019,,['alysis. the breath-by-breath v˙ o2 data from each exercise bout were examined to exclude errant breaths ⬎4 standard deviations (sds) from the local 5-breath mean. edited v˙ o2 data were then linearly INTERPOLATed to provide second-by-second values. the v˙ o2 and [hhb ⫹ mb] data from the four moderate transitions (part 1) and the four bouts of heavy priming exercise (part 2) were then time aligned and ensemb'],linear,1,
FALSE,acadpub.aassjournal.4.2.1,,,,,
FALSE,1475-2840-8-62,,FALSE,,,
FALSE,00005768-200101000-00024,,FALSE,,,
FALSE,sj.sc.3101206,,FALSE,,,
FALSE,s00421-006-0305-7,,FALSE,,,
FALSE,fphys.2019.00415,,FALSE,,,
FALSE,ijsnem.18.1.66,,FALSE,,,
FALSE,s00424-018-2218-9,,FALSE,,,
FALSE,2060.2020.00032,,FALSE,,,
FALSE,fendo.2021.660181,,,,,
FALSE,physiolres.932833,,"['0 %  day 2: 70 % 90 % without heart failure nyha class ii nyha class iii data analysis a monoexponential model was fitted to the raw  unaveraged breath-by-breath vo2 data of the constant  load tests, INTERPOLATed every 0.01 s, by our software  package: cardio pulmonary exercise parameters  estimator (c.p.e.p.e.), written in the matlab language.  this iteratively optimizes the model parameters to fit to  the', 'ted by 30-40 min,  following the example of previous researchers, who  performed up to eight or nine repetitions (casaburi et al.  1989, sietsema et al. 1989, whipp et al. 1982). the tests  were then INTERPOLATed once per second, time aligned to  exercise start, superimposed and averaged, for subsequent  curve fitting. for later tests, including those presented  here, only a single exercise at constant load']",,0.01,
FALSE,radiol.2231010924,,FALSE,,,
FALSE,0888-6296_._90_._90449-p,,FALSE,,,
FALSE,01.cir.101.23.2727,,FALSE,,,
FALSE,j.amjcard.2014.09.014,,FALSE,,,
FALSE,bjsm.2006.033316,,FALSE,,,
FALSE,jsc.0000000000003619,,FALSE,,,
FALSE,s00421-014-2882-1,,FALSE,,,
FALSE,ijspp.1.3.246,,FALSE,,,
FALSE,00005768-200104000-00010,,FALSE,,,
FALSE,ijsnem.2016-0284,,FALSE,,,
FALSE,journal.pone.0200354,,FALSE,,,
FALSE,ijerph19063535,,"['finland). the data were recorded in 5s intervals and automatically analyzed using the original polar software. the obla that is the running speed corresponding to the [la] of 4 mmol/l was detected by INTERPOLATion from the [la]–running speed relationship curve [33].\n\x0cint. j. environ. res. public health 2022, 19, 3535 5 of 10 2.7. statistical analysis all data are presented as mean ± sd and 95% conﬁdence int']",,,
FALSE,j.jstrokecerebrovasdis.2022.106397,,FALSE,,,
FALSE,0034-5687_._92_._90008-k,,FALSE,,,
FALSE,bf00609405,,FALSE,,,
FALSE,bf03345735,,FALSE,,,
FALSE,ijsnem.2015-0020,,FALSE,,,
FALSE,s-2007-972829,,FALSE,,,
FALSE,02640414.2019.1696729,,FALSE,,,
FALSE,s40798-021-00315-9,,FALSE,,,
FALSE,apnm-2018-0698,,FALSE,,,
FALSE,0002-9149_._89_._90532-8,,FALSE,,,
FALSE,s41598-021-91734-x,,FALSE,,,
FALSE,jssm.2022.191,,FALSE,,,
FALSE,phy2.13724,,FALSE,,,
FALSE,jphysiol.1987.sp016722,,FALSE,,,
FALSE,s-2005-865746,,FALSE,,,
FALSE,nu7053666,,FALSE,,,
FALSE,ejhf.70,,FALSE,,,
FALSE,mppa.2018.3028,,FALSE,,,
FALSE,j.physbeh.2012.01.012,,"['posure duration of the imperative stimulus was 100 ms. one block of the rt measurement consisted of 120 trials and was split up into three task periods of 40 trials each. twenty second intervals were INTERPOLATed between the task periods. at the beginning of each task period (40 trials), all diodes including the fixation point were lit up for 3 s, which served as warning signals. then, the fixation point re', 'itions confirmed that effects of time course were not observed. exercise duration and number of trials were similar between the present study and these previous ones. furthermore, 20 s intervals were INTERPOLATed during visual rt tasks to avoid boredom arising from repetition of the visual rt tasks. hence, we can assume that effects of time course were negligible in the present study. secondly, one may also']",,,
FALSE,ijspp.2019-0910,,FALSE,,,
FALSE,1550-2783-11-34,,FALSE,,,
FALSE,sc.1996.52,,FALSE,,,
FALSE,jsc.0000000000000523,,FALSE,,,
FALSE,jsc.0000000000004113,,FALSE,,,
FALSE,apnm-2020-0566,,FALSE,,,
FALSE,j.neuroimage.2020.117500,,FALSE,,,
FALSE,jsc.0000000000001174,,FALSE,,,
FALSE,jsc.0000000000000376,,FALSE,,,
FALSE,j.resp.2016.05.007,,"['greater than three standard deviations from the local mean. therefore, for each recovery phase, the breath-by-breath vo2 data were then time-aligned to the end of exercise (i.e., last 60 s), linearly INTERPOLATed to 1-s intervals and ensemble-averaged to yield a single profile to give a single response for each participant. the single profile data were reduced to 5-s stationary averages for improved paramet', 'xperimental sessions, the participants completed a series of 6-min square-wave transitions from rest to exercise (and from exercise to recovery) at 50% δ. the running speed at 50% δ was calculated by INTERPOLATion of the vo2 -speed linear regression during the incremental test. this excluded the first few minutes of walking, as well as the time following the attainment of any plateau in vo2. all 6-min trans']",linear,1,
FALSE,euhj.1998.1146,,FALSE,,,
FALSE,s00421-005-0117-1,,FALSE,,,
FALSE,fphys.2016.00530,,FALSE,,,
FALSE,01.mss.0000176399.67121.02,,FALSE,,,
FALSE,sms.13344,,FALSE,,,
FALSE,s12283-017-0249-7,,FALSE,,,
FALSE,j.jtherbio.2020.102734,,FALSE,,,
FALSE,gme.0b013e31817fcb8f,,,,,
FALSE,s00421-020-04389-3,,FALSE,,,
FALSE,ajpheart.00474.2016,,FALSE,,,
FALSE,j.apmr.2013.04.022,,FALSE,,,
FALSE,s-0029-1237711,,"[' a linear model to ﬁt running data. the velocity corresponding to the  point of intersection between the curves for walking and for  running was deﬁ ned as eots. the steady-state vo 2 at the pts  was INTERPOLATed from the respective curves for walking and for  running. four subjects with the estimated eots of 8.5 km / h or  higher, repeated the test after 24 h, in order to conﬁ rm the estimated eots; in the']",,,
FALSE,s004210050632,,"[' the same speed, see capelli et al. 1990), the rowing transport square the the the to of et al. 1998b), fig. 4 energy cost of di\x80erent forms of aquatic locomotion as a function of speed. thick curves INTERPOLATe data obtained from subjects swimming the front crawl: c (kj æ m)1) = 0.626 æ v1.38 (capelli gondola: c = 0.155 æ v1.67 (capelli et al. 1990), rowing on a two-oared shell with a coxswain (for one row', 'orted in fig. 1 for two subjects (vm and jt) paddling maximally through the 250-m and 500-m distances. in fig. 2, ck is reported as a function of speed during submaximal and maximal trials. the curve INTERPOLATes data of submaximal and maximal trials over the 1000-m and 2000-m distances only: ck = 0.02 æ v2.26; r = 0.937, n = 32. the average metabolic power output ( _e, kw) maintained by the subjects during']",,,
FALSE,j.neuroimage.2015.11.049,,,,,
FALSE,jsc.0000000000000533,,FALSE,,,
FALSE,j.jjcc.2012.09.010,,FALSE,,,
FALSE,j.cryobiol.2016.11.004,,FALSE,,,
FALSE,s00421-007-0617-2,,FALSE,,,
FALSE,1758-5996-6-36,,FALSE,,,
FALSE,abc.20180049,,FALSE,,,
FALSE,a-1018-1965,,FALSE,,,
FALSE,s00421-017-3696-8,,FALSE,,,
FALSE,s-2007-989423,,FALSE,,,
FALSE,physiolsci.rp001807,,FALSE,,,
FALSE,adc.2004.071241,,FALSE,,,
FALSE,fphys.2022.839996,,FALSE,,,
FALSE,2193-1801-2-651,,FALSE,,,
FALSE,jsc.0000000000001661,,FALSE,,,
FALSE,apha.13217,,FALSE,,,
FALSE,jsc.0b013e3181e86148,,FALSE,,,
FALSE,j.jsams.2013.07.004,,,,,
FALSE,mss.0000000000001856,,FALSE,,,
FALSE,fphys.2018.00720,,FALSE,,,
FALSE,s-0042-104413,,"['eter with a 3-l  syringe (hans rudolf, kansas city, missouri, usa), according to  the manufacturer’s recommendations. for analysis of respiratory  variables, the data were smoothed every 5 points and INTERPOLATed every 1s [28]. heart rate (hr) was measured using a transmitter belt coupled to the gas analyzer. before each effort trial the  participants remained seated for 10 min to measure the oxygen  uptake']",,1,
FALSE,s00221-015-4252-6,,FALSE,,,
FALSE,s0021-9290_._01_._00182-8,,FALSE,,,
FALSE,fphys.2018.00021,,FALSE,,,
FALSE,jsc.0b013e318238e852,,FALSE,,,
FALSE,j.thromres.2020.01.013,,FALSE,,,
FALSE,j.jchf.2015.12.013,,FALSE,,,
FALSE,mss.0000000000002151,,FALSE,,,
FALSE,s00421-014-2914-x,,FALSE,,,
FALSE,j.exger.2011.03.004,,FALSE,,,
FALSE,journal.pone.0170060,,FALSE,,,
FALSE,mss.0b013e3181af238d,,FALSE,,,
FALSE,s00421-002-0648-7,,FALSE,,,
FALSE,s00394-019-02100-7,,FALSE,,,
FALSE,s41393-020-00562-9,,FALSE,,,
FALSE,journal.pone.0160275,,FALSE,,,
FALSE,ijspp.2020-0354,,,,,
FALSE,s00421-008-0820-9,,FALSE,,,
FALSE,journal.pone.0130817,,FALSE,,,
FALSE,00005768-200010000-00012,,FALSE,,,
FALSE,jsc.0b013e318234e613,,FALSE,,,
FALSE,phy2.33,,,,,
FALSE,j.apmr.2011.10.030,,FALSE,,,
FALSE,s0002-9149_._00_._01488-0,,FALSE,,,
FALSE,jappl.1994.76.6.2490,,FALSE,,,
FALSE,phy2.13816,,FALSE,,,
FALSE,jsc.0000000000001099,,FALSE,,,
FALSE,j.rmed.2016.08.004,,FALSE,,,
FALSE,dc12-2467,,FALSE,,,
FALSE,a-1520-4742,,FALSE,,,
FALSE,milmed.171.8.736,,FALSE,,,
FALSE,s-2006-924604,,FALSE,,,
FALSE,circheartfailure.109.879684,,FALSE,,,
FALSE,s00421-008-0949-6,,FALSE,,,
FALSE,s-2004-817857,,FALSE,,,
FALSE,jsc.0b013e3181a3c5e8,,FALSE,,,
FALSE,01.mss.0000135977.12456.8f,,FALSE,,,
FALSE,mss.0b013e3181e5eacd,,FALSE,,,
FALSE,s-2004-821317,,FALSE,,,
FALSE,00004872-199917121-00020,,FALSE,,,
FALSE,00005768-200004000-00002,,FALSE,,,
FALSE,j.amjcard.2012.08.015,,FALSE,,,
FALSE,pedi.12117,,FALSE,,,
FALSE,tnsre.2016.2627057,"Cardiopulmonary measures ( ˙V O2, RER, and HR) were low pass ﬁltered (fourth-order Butterworth, fc = 0.04 Hz)  over the duration of each session, discarding the ﬁrst three minutes of each session to remove large transients, then aver- aged for each session subject-wise.",FALSE,,,
FALSE,s00421-004-1190-6,,FALSE,,,
FALSE,j.jevs.2021.103463,,FALSE,,,
FALSE,bmjopen-2017-018697,,FALSE,,,
FALSE,00005768-199801000-00023,,FALSE,,,
FALSE,jrrd.2011.10.0189,,,,,
FALSE,s00421-006-0253-2,,FALSE,,,
FALSE,0034-5687_._94_._90033-7,,FALSE,,,
FALSE,s-2006-924216,,FALSE,,,
FALSE,eurheartj_._14.7.969,,,,,
FALSE,01.cir.0000027149.83473.b6,,FALSE,,,
FALSE,apha.12258,,FALSE,,,
FALSE,a-1524-2312,,FALSE,,,
FALSE,s0025-3227_._01_._00127-x,,,,,
FALSE,s0955-2863_._03_._00035-4,,FALSE,,,
FALSE,jsm.0b013e318257c9cc,,FALSE,,,
FALSE,s-0029-1243221,,"['sports med 2010; 31: 154 – 159. lairetamdethgirypoc. seitiicnwt - atosennmifoytisrevnui: ybdedaonwod l\n\x0c156 training & testing corrected rris were then re-sampled at the rate of 5 hz by using  linear INTERPOLATion to obtain equidistantly sampled time series.  from the re-sampled data the software calculated hrv indices  second-by-second using the short-time fourier transform  method, a generalization of the']",,,
FALSE,bjsm.22.4.153,,FALSE,,,
FALSE,jaha.119.012876,,,,,
FALSE,sj.sc.3101946,,FALSE,,,
FALSE,s-2007-972860,,FALSE,,,
FALSE,j.apergo.2017.09.001,,FALSE,,,
FALSE,journal.pone.0009292,,FALSE,,,
FALSE,oajsm.s154630,,FALSE,,,
FALSE,jeb.081711,,FALSE,,,
FALSE,mss.0000000000002882,,FALSE,,,
FALSE,s00421-018-3869-0,,FALSE,,,
FALSE,ijgm.s355589,,FALSE,,,
FALSE,s00421-014-2959-x,,FALSE,,,
FALSE,phy2.152,,FALSE,,,
FALSE,jsc.0000000000001802,,FALSE,,,
FALSE,phy2.13570,,FALSE,,,
FALSE,japplphysiol.00253.2021,,,,,
FALSE,s00421-022-04914-6,,FALSE,,,
FALSE,phy2.13506,,FALSE,,,
FALSE,ajpregu.00203.2009,,FALSE,,,
FALSE,j.cardfail.2012.10.007,,FALSE,,,
FALSE,japplphysiol.00306.2015,,FALSE,,,
FALSE,s-0034-1398654,,FALSE,,,
FALSE,2060.106.2019.25,,"['rd density gas (o2: 15.38%, co2: 5.132%). hr was measured by a hr monitor connected to the respiratory gas analyzer. data analysis hr and petco2 breath-by-breath data were converted to 1s data by the INTERPOLATion method. data obtained from 2 to 60 min during recovery were used for analysis. data for the ﬁrst 2 min after exercise were not used for analysis, because subjects utilized that time for getting of']",,1,
FALSE,cpf.12194,,FALSE,,,
FALSE,mss.0000000000001467,,FALSE,,,
FALSE,s0735-1097_._96_._00568-2,,FALSE,,,
FALSE,j.jacc.2003.11.045,,FALSE,,,
FALSE,j.jsams.2016.11.023,,"['te analyzer (lactate scout, senslab gmbh, leipzig, germany) from a finger prick. breath-by-breath v ˙ o2 data points 3 sd outside of the local mean were considered outliers and removed15; trials were INTERPOLATed on a second-by-second basis, time-aligned to the onset of exercise, and averaged into 30-s time bins. v ˙ o2peak was considered as the highest 30-s v ˙ o2 average throughout the ri test. popeak was']",,1,
FALSE,s41598-021-03974-6,,FALSE,,,
FALSE,mss.0000000000002052,,FALSE,,,
FALSE,s001980070069,,FALSE,,,
FALSE,ijspp.2021-0090,,"['dicular distance from a line drawn between the ﬁrst and last exercise bla data points and a third-order polynomial curve representing bla data.14 the corresponding load, hr, and vo2 at dmax were then INTERPOLATed (see figure 2). maximum workload (pmax) was deﬁned as the ﬁnal 3-minute interval completed to within ±10 w of the target output. statistical analysis test data (hr, bla, ve, vo2, and sr) at pmax, a', 'eference point for training prescription in rowers.18 this can be calculated using the dmax method, which determines anaerobic threshold from the bla curve.13 physiological variables at dmax are then INTERPOLATed to deﬁne individualized hr or load-based training zones. as laboratory-based exercise testing and training prescription hinge on the measurement of physiological variables at anaerobic threshold, c', 'n (bla), stroke rate (sr), and minute ventilation (ve) were recorded. bla data were plotted graphically and anaerobic threshold was identiﬁed using the dmax method. workload, hr, and vo2 at dmax were INTERPOLATed. physiological responses at maximal exercise and at dmax were compared, along with response across a discrete range of submaximal workloads. results: at maximal exercise, no signiﬁcant differences ', 'irwise comparisons using bonferroni comparison of rowing ergometry 3 figure 2 — bla and hr response to incremental exercise. dashed lines represent the calculation of dmax. dotted lines represent the INTERPOLATion of workload (vertical) and hr (horizontal) at dmax. bla and vo2 at dmax were INTERPOLATed in a similar fashion. bla indicates blood lactate; hr, heart rate; vo2, oxygen consumption. corrections, w']",,,
FALSE,j.ijcard.2017.02.140,,FALSE,,,
FALSE,jsc.0000000000002087,,FALSE,,,
FALSE,s00421-021-04643-2,,FALSE,,,
FALSE,j.apergo.2021.103395,,,,,
FALSE,2052-1847-5-18,,FALSE,,,
FALSE,s00421-011-1985-1,,FALSE,,,
FALSE,fphys.2020.617041,,FALSE,,,
FALSE,mss.0b013e318276c73c,,FALSE,,,
FALSE,j.ijcard.2013.07.076,,FALSE,,,
FALSE,endocrj.ej12-0192,,FALSE,,,
FALSE,apnm-2013-0152,,FALSE,,,
FALSE,jp279759,,FALSE,,,
FALSE,s-2004-817879,,FALSE,,,
FALSE,japplphysiol.00965.2017,,FALSE,,,
FALSE,s0022-4707.20.10380-3,,FALSE,,,
FALSE,s00421-008-0922-4,,FALSE,,,
FALSE,s00125-007-0705-1,,FALSE,,,
FALSE,s00421-020-04312-w,,FALSE,,,
FALSE,s00246-016-1501-9,,FALSE,,,
FALSE,01.mss.0000126386.12402.f5,,FALSE,,,
FALSE,01.hjr.0000096542.30533.59,,FALSE,,,
FALSE,s00421-005-1327-2,,FALSE,,,
FALSE,chest.120.3.816,,FALSE,,,
FALSE,s00421-021-04763-9,,"['mic response (cautero  et\xa0al. 2002) using grønlund algorithm. however, despite  such algorithm improvements, the aforementioned issue  could not be fixed (ferretti 2015). secondly, despite a stepwise INTERPOLATion procedure was proposed to improve the  time-constant calculation (lamarra et\xa0al. 1987), a slightly  higher time-constant than the INTERPOLATion interval still remains. therefore, at least in the l', '2009) economy of running: beyond the measurement of oxygen uptake. j appl physiol  107(6):1918–1922. https:// doi. org/ 10. 1152/ jappl physi ol. 00307.  2009 francescato mp, cettolo v (2020) the 1-s INTERPOLATion of breth-bybreath o2 uptake data to determine kinetic parameters: the misleading procedure. sport sci health 16:193. https:// doi. org/ 10.  1007/ s11332- 019- 00602-9 francescato mp, cettolo v, b', ' of velocity at vo2 max and on its time  to exhaustion. arch physiol biochem 104(3):313–321. https:// doi.  org/ 10. 1076/ apab. 104.3. 313. 12908 bringard a, adami a, moia c, ferretti g (2014) a new INTERPOLATionfree procedure for breath-by-breath analysis of oxygen uptake in  exercise transients. eur j appl physiol 114(9):1983–1994. https://  doi. org/ 10. 1007/ s00421- 014- 2920-z buchheit m, laursen pb ', 't  by more than three times the standard-deviation of those  four point, were excluded (dupont et\xa0al. 2005). to increase  the time resolution the breath-by-breath ̇vo2 data were subsequently linearly INTERPOLATed, and the four data sets were  averaged together to produce a single response for each subject. this procedure was previously established to reduce the  noise of the ̇vo2 signal and to provide the h', 'to et\xa0al. 2014b, a). as such,  attempts at improving the time resolution beyond the singlebreath duration could rely only on computational manipulations, such as superimposition of several trials and INTERPOLATion procedures (francescato et\xa0al. 2014a; francescato and  cettolo 2020). lastly, the present findings open to new future perspectives. during submaximal running bouts, the time shift  between velocit']",linear,,
FALSE,jappl.1991.71.5.1897,,FALSE,,,
FALSE,sms.13301,,FALSE,,,
FALSE,s00421-014-2980-0,,FALSE,,,
FALSE,jsc.0b013e31819b79bc,,FALSE,,,
FALSE,s00421-014-2903-0,,FALSE,,,
FALSE,0002-9149_._91_._90496-8,,FALSE,,,
FALSE,jsc.0b013e31820238c5,,FALSE,,,
FALSE,1414-431x2021e11901,,FALSE,,,
FALSE,02640414.2017.1388669,,FALSE,,,
FALSE,jsc.0000000000003263,,FALSE,,,
FALSE,17461391.2018.1484177,,FALSE,,,
FALSE,s-0032-1331717,,FALSE,,,
FALSE,cpf.12314,,FALSE,,,
FALSE,journal.pone.0213674,,FALSE,,,
FALSE,j.1469-8749.2008.03214.x,,FALSE,,,
FALSE,mss.0000000000001498,,,,,
FALSE,j.ijcard.2013.11.077,,FALSE,,,
FALSE,s0002-8703_._97_._70204-7,,FALSE,,,
FALSE,s-2007-972634,,FALSE,,,
FALSE,s41393-018-0140-9,,FALSE,,,
FALSE,s00421-005-1324-5,,['our missing points out of 39. in order to perform repeated measures anova under such conditions where the number of observations per treatment is uneven requires estimating the missing data points by INTERPOLATion. in this particular sample of subjects the estimated data points will dilute the real data particularly as the inter-individual variability is quite high and the estimated points are dependent on '],linear,,
FALSE,j.ijcard.2007.04.075,,FALSE,,,
FALSE,j.1600-0838.2007.00637.x,,,,,
FALSE,00005768-199911000-00020,,FALSE,,,
FALSE,jsc.0b013e3181bac356,,FALSE,,,
FALSE,j.1747-0803.2008.00199.x,,,,,
FALSE,ijsnem.2020-0155,,FALSE,,,
FALSE,00007256-198401020-00001,,FALSE,,,
FALSE,mss.0b013e318260402b,,FALSE,,,
FALSE,eurheartj_._14.3.373,,FALSE,,,
FALSE,chest.109.1.47,,FALSE,,,
FALSE,japplphysiol.00653.2007,,FALSE,,,
FALSE,jsc.0b013e3182987327,,FALSE,,,
FALSE,jsc.0000000000002112,,FALSE,,,
FALSE,japplphysiol.00187.2013,,FALSE,,,
FALSE,j.rmed.2022.106856,,FALSE,,,
FALSE,s00421-020-04402-9,,FALSE,,,
FALSE,ijspp.2015-0232,,FALSE,,,
FALSE,ijerph18073732,,FALSE,,,
